#    L    TT             EE             BB             TE             PP             TP             EP          
  2269   0.112412E+03   0.498722E+01   0.000000E+00  -0.100802E+02   0.190990E-08  -0.180888E-06   0.471401E-07
  2270   0.112496E+03   0.494421E+01   0.000000E+00  -0.100711E+02   0.190840E-08  -0.173714E-06   0.463504E-07
  2271   0.112579E+03   0.490119E+01   0.000000E+00  -0.100599E+02   0.190690E-08  -0.166551E-06   0.455511E-07
  2272   0.112662E+03   0.485817E+01   0.000000E+00  -0.100466E+02   0.190541E-08  -0.159410E-06   0.447432E-07
  2273   0.112743E+03   0.481518E+01   0.000000E+00  -0.100312E+02   0.190391E-08  -0.152305E-06   0.439276E-07
  2274   0.112823E+03   0.477221E+01   0.000000E+00  -0.100137E+02   0.190242E-08  -0.145250E-06   0.431051E-07
  2275   0.112902E+03   0.472929E+01   0.000000E+00  -0.999409E+01   0.190093E-08  -0.138257E-06   0.422767E-07
  2276   0.112979E+03   0.468644E+01   0.000000E+00  -0.997250E+01   0.189944E-08  -0.131339E-06   0.414433E-07
  2277   0.113055E+03   0.464365E+01   0.000000E+00  -0.994887E+01   0.189795E-08  -0.124510E-06   0.406058E-07
  2278   0.113129E+03   0.460097E+01   0.000000E+00  -0.992324E+01   0.189647E-08  -0.117783E-06   0.397651E-07
  2279   0.113201E+03   0.455838E+01   0.000000E+00  -0.989567E+01   0.189498E-08  -0.111170E-06   0.389221E-07
  2280   0.113272E+03   0.451591E+01   0.000000E+00  -0.986612E+01   0.189350E-08  -0.104684E-06   0.380777E-07
  2281   0.113341E+03   0.447357E+01   0.000000E+00  -0.983458E+01   0.189202E-08  -0.983393E-07   0.372327E-07
  2282   0.113407E+03   0.443138E+01   0.000000E+00  -0.980115E+01   0.189054E-08  -0.921483E-07   0.363882E-07
  2283   0.113471E+03   0.438934E+01   0.000000E+00  -0.976589E+01   0.188906E-08  -0.861242E-07   0.355450E-07
  2284   0.113533E+03   0.434746E+01   0.000000E+00  -0.972869E+01   0.188758E-08  -0.802800E-07   0.347040E-07
  2285   0.113591E+03   0.430577E+01   0.000000E+00  -0.968969E+01   0.188611E-08  -0.746288E-07   0.338661E-07
  2286   0.113648E+03   0.426428E+01   0.000000E+00  -0.964884E+01   0.188464E-08  -0.691836E-07   0.330322E-07
  2287   0.113701E+03   0.422300E+01   0.000000E+00  -0.960627E+01   0.188317E-08  -0.639576E-07   0.322032E-07
  2288   0.113752E+03   0.418194E+01   0.000000E+00  -0.956188E+01   0.188170E-08  -0.589637E-07   0.313801E-07
  2289   0.113799E+03   0.414115E+01   0.000000E+00  -0.951579E+01   0.188023E-08  -0.542151E-07   0.305637E-07
  2290   0.113843E+03   0.410060E+01   0.000000E+00  -0.946797E+01   0.187876E-08  -0.497248E-07   0.297549E-07
  2291   0.113884E+03   0.406034E+01   0.000000E+00  -0.941855E+01   0.187730E-08  -0.455060E-07   0.289546E-07
  2292   0.113921E+03   0.402038E+01   0.000000E+00  -0.936749E+01   0.187584E-08  -0.415716E-07   0.281638E-07
  2293   0.113954E+03   0.398073E+01   0.000000E+00  -0.931477E+01   0.187437E-08  -0.379347E-07   0.273833E-07
  2294   0.113984E+03   0.394142E+01   0.000000E+00  -0.926059E+01   0.187292E-08  -0.346084E-07   0.266140E-07
  2295   0.114010E+03   0.390244E+01   0.000000E+00  -0.920477E+01   0.187146E-08  -0.316058E-07   0.258569E-07
  2296   0.114031E+03   0.386384E+01   0.000000E+00  -0.914750E+01   0.187000E-08  -0.289399E-07   0.251129E-07
  2297   0.114049E+03   0.382560E+01   0.000000E+00  -0.908876E+01   0.186855E-08  -0.266239E-07   0.243827E-07
  2298   0.114062E+03   0.378775E+01   0.000000E+00  -0.902867E+01   0.186709E-08  -0.246707E-07   0.236675E-07
  2299   0.114071E+03   0.375031E+01   0.000000E+00  -0.896712E+01   0.186564E-08  -0.230934E-07   0.229680E-07
  2300   0.114075E+03   0.371329E+01   0.000000E+00  -0.890417E+01   0.186419E-08  -0.219052E-07   0.222851E-07
  2301   0.114074E+03   0.367670E+01   0.000000E+00  -0.884000E+01   0.186274E-08  -0.211139E-07   0.216195E-07
  2302   0.114068E+03   0.364056E+01   0.000000E+00  -0.877443E+01   0.186130E-08  -0.207068E-07   0.209709E-07
  2303   0.114057E+03   0.360485E+01   0.000000E+00  -0.870770E+01   0.185985E-08  -0.206662E-07   0.203385E-07
  2304   0.114042E+03   0.356959E+01   0.000000E+00  -0.863962E+01   0.185841E-08  -0.209740E-07   0.197217E-07
  2305   0.114022E+03   0.353478E+01   0.000000E+00  -0.857037E+01   0.185697E-08  -0.216126E-07   0.191199E-07
  2306   0.113997E+03   0.350042E+01   0.000000E+00  -0.849989E+01   0.185553E-08  -0.225640E-07   0.185325E-07
  2307   0.113967E+03   0.346653E+01   0.000000E+00  -0.842822E+01   0.185409E-08  -0.238103E-07   0.179586E-07
  2308   0.113932E+03   0.343309E+01   0.000000E+00  -0.835538E+01   0.185265E-08  -0.253339E-07   0.173978E-07
  2309   0.113892E+03   0.340011E+01   0.000000E+00  -0.828141E+01   0.185122E-08  -0.271167E-07   0.168494E-07
  2310   0.113847E+03   0.336760E+01   0.000000E+00  -0.820639E+01   0.184978E-08  -0.291410E-07   0.163127E-07
  2311   0.113797E+03   0.333556E+01   0.000000E+00  -0.813030E+01   0.184835E-08  -0.313889E-07   0.157871E-07
  2312   0.113742E+03   0.330399E+01   0.000000E+00  -0.805307E+01   0.184692E-08  -0.338426E-07   0.152719E-07
  2313   0.113682E+03   0.327290E+01   0.000000E+00  -0.797488E+01   0.184549E-08  -0.364842E-07   0.147665E-07
  2314   0.113618E+03   0.324230E+01   0.000000E+00  -0.789577E+01   0.184407E-08  -0.392958E-07   0.142702E-07
  2315   0.113548E+03   0.321217E+01   0.000000E+00  -0.781561E+01   0.184264E-08  -0.422597E-07   0.137824E-07
  2316   0.113473E+03   0.318254E+01   0.000000E+00  -0.773458E+01   0.184122E-08  -0.453579E-07   0.133025E-07
  2317   0.113393E+03   0.315340E+01   0.000000E+00  -0.765263E+01   0.183980E-08  -0.485727E-07   0.128297E-07
  2318   0.113308E+03   0.312475E+01   0.000000E+00  -0.756978E+01   0.183837E-08  -0.518861E-07   0.123635E-07
  2319   0.113218E+03   0.309659E+01   0.000000E+00  -0.748615E+01   0.183696E-08  -0.552804E-07   0.119031E-07
  2320   0.113123E+03   0.306894E+01   0.000000E+00  -0.740175E+01   0.183554E-08  -0.587377E-07   0.114480E-07
  2321   0.113022E+03   0.304179E+01   0.000000E+00  -0.731655E+01   0.183412E-08  -0.622401E-07   0.109975E-07
  2322   0.112916E+03   0.301515E+01   0.000000E+00  -0.723063E+01   0.183271E-08  -0.657698E-07   0.105509E-07
  2323   0.112806E+03   0.298902E+01   0.000000E+00  -0.714404E+01   0.183129E-08  -0.693090E-07   0.101076E-07
  2324   0.112691E+03   0.296341E+01   0.000000E+00  -0.705679E+01   0.182988E-08  -0.728397E-07   0.966702E-08
  2325   0.112570E+03   0.293832E+01   0.000000E+00  -0.696900E+01   0.182847E-08  -0.763442E-07   0.922839E-08
  2326   0.112444E+03   0.291377E+01   0.000000E+00  -0.688060E+01   0.182707E-08  -0.798046E-07   0.879112E-08
  2327   0.112313E+03   0.288974E+01   0.000000E+00  -0.679164E+01   0.182566E-08  -0.832031E-07   0.835454E-08
  2328   0.112177E+03   0.286626E+01   0.000000E+00  -0.670228E+01   0.182425E-08  -0.865217E-07   0.791802E-08
  2329   0.112036E+03   0.284331E+01   0.000000E+00  -0.661248E+01   0.182285E-08  -0.897428E-07   0.748091E-08
  2330   0.111890E+03   0.282091E+01   0.000000E+00  -0.652227E+01   0.182145E-08  -0.928483E-07   0.704256E-08
  2331   0.111739E+03   0.279905E+01   0.000000E+00  -0.643174E+01   0.182005E-08  -0.958206E-07   0.660231E-08
  2332   0.111583E+03   0.277774E+01   0.000000E+00  -0.634086E+01   0.181865E-08  -0.986416E-07   0.615952E-08
  2333   0.111422E+03   0.275698E+01   0.000000E+00  -0.624972E+01   0.181725E-08  -0.101294E-06   0.571355E-08
  2334   0.111255E+03   0.273677E+01   0.000000E+00  -0.615836E+01   0.181586E-08  -0.103759E-06   0.526374E-08
  2335   0.111084E+03   0.271712E+01   0.000000E+00  -0.606679E+01   0.181446E-08  -0.106019E-06   0.480945E-08
  2336   0.110907E+03   0.269802E+01   0.000000E+00  -0.597512E+01   0.181307E-08  -0.108057E-06   0.435002E-08
  2337   0.110727E+03   0.267948E+01   0.000000E+00  -0.588338E+01   0.181168E-08  -0.109855E-06   0.388482E-08
  2338   0.110540E+03   0.266150E+01   0.000000E+00  -0.579152E+01   0.181029E-08  -0.111394E-06   0.341318E-08
  2339   0.110349E+03   0.264409E+01   0.000000E+00  -0.569971E+01   0.180890E-08  -0.112657E-06   0.293447E-08
  2340   0.110153E+03   0.262726E+01   0.000000E+00  -0.560800E+01   0.180752E-08  -0.113626E-06   0.244803E-08
  2341   0.109952E+03   0.261099E+01   0.000000E+00  -0.551632E+01   0.180613E-08  -0.114284E-06   0.195321E-08
  2342   0.109746E+03   0.259529E+01   0.000000E+00  -0.542477E+01   0.180475E-08  -0.114611E-06   0.144938E-08
  2343   0.109535E+03   0.258017E+01   0.000000E+00  -0.533347E+01   0.180337E-08  -0.114592E-06   0.935870E-09
  2344   0.109319E+03   0.256562E+01   0.000000E+00  -0.524244E+01   0.180199E-08  -0.114206E-06   0.412044E-09
  2345   0.109099E+03   0.255166E+01   0.000000E+00  -0.515163E+01   0.180061E-08  -0.113438E-06  -0.122750E-09
  2346   0.108874E+03   0.253827E+01   0.000000E+00  -0.506122E+01   0.179923E-08  -0.112269E-06  -0.669161E-09
  2347   0.108644E+03   0.252546E+01   0.000000E+00  -0.497116E+01   0.179785E-08  -0.110681E-06  -0.122783E-08
  2348   0.108409E+03   0.251323E+01   0.000000E+00  -0.488156E+01   0.179648E-08  -0.108656E-06  -0.179942E-08
  2349   0.108170E+03   0.250158E+01   0.000000E+00  -0.479243E+01   0.179511E-08  -0.106176E-06  -0.238457E-08
  2350   0.107926E+03   0.249052E+01   0.000000E+00  -0.470389E+01   0.179374E-08  -0.103225E-06  -0.298393E-08
  2351   0.107677E+03   0.248004E+01   0.000000E+00  -0.461587E+01   0.179237E-08  -0.997884E-07  -0.359787E-08
  2352   0.107424E+03   0.247013E+01   0.000000E+00  -0.452853E+01   0.179100E-08  -0.958791E-07  -0.422571E-08
  2353   0.107166E+03   0.246081E+01   0.000000E+00  -0.444178E+01   0.178963E-08  -0.915141E-07  -0.486646E-08
  2354   0.106904E+03   0.245207E+01   0.000000E+00  -0.435575E+01   0.178827E-08  -0.867105E-07  -0.551917E-08
  2355   0.106638E+03   0.244389E+01   0.000000E+00  -0.427028E+01   0.178690E-08  -0.814857E-07  -0.618286E-08
  2356   0.106367E+03   0.243630E+01   0.000000E+00  -0.418552E+01   0.178554E-08  -0.758568E-07  -0.685656E-08
  2357   0.106092E+03   0.242926E+01   0.000000E+00  -0.410152E+01   0.178418E-08  -0.698411E-07  -0.753931E-08
  2358   0.105812E+03   0.242280E+01   0.000000E+00  -0.401819E+01   0.178282E-08  -0.634558E-07  -0.823014E-08
  2359   0.105529E+03   0.241689E+01   0.000000E+00  -0.393561E+01   0.178146E-08  -0.567183E-07  -0.892807E-08
  2360   0.105241E+03   0.241153E+01   0.000000E+00  -0.385369E+01   0.178011E-08  -0.496456E-07  -0.963214E-08
  2361   0.104950E+03   0.240672E+01   0.000000E+00  -0.377263E+01   0.177875E-08  -0.422552E-07  -0.103414E-07
  2362   0.104653E+03   0.240246E+01   0.000000E+00  -0.369228E+01   0.177740E-08  -0.345641E-07  -0.110548E-07
  2363   0.104354E+03   0.239874E+01   0.000000E+00  -0.361278E+01   0.177605E-08  -0.265897E-07  -0.117715E-07
  2364   0.104050E+03   0.239554E+01   0.000000E+00  -0.353403E+01   0.177470E-08  -0.183492E-07  -0.124905E-07
  2365   0.103742E+03   0.239287E+01   0.000000E+00  -0.345618E+01   0.177335E-08  -0.985986E-08  -0.132107E-07
  2366   0.103431E+03   0.239074E+01   0.000000E+00  -0.337914E+01   0.177200E-08  -0.113889E-08  -0.139313E-07
  2367   0.103116E+03   0.238911E+01   0.000000E+00  -0.330297E+01   0.177066E-08   0.779645E-08  -0.146512E-07
  2368   0.102797E+03   0.238800E+01   0.000000E+00  -0.322766E+01   0.176931E-08   0.169289E-07  -0.153695E-07
  2369   0.102476E+03   0.238740E+01   0.000000E+00  -0.315336E+01   0.176797E-08   0.262413E-07  -0.160853E-07
  2370   0.102150E+03   0.238730E+01   0.000000E+00  -0.307989E+01   0.176663E-08   0.357163E-07  -0.167974E-07
  2371   0.101821E+03   0.238770E+01   0.000000E+00  -0.300740E+01   0.176529E-08   0.453367E-07  -0.175051E-07
  2372   0.101489E+03   0.238858E+01   0.000000E+00  -0.293587E+01   0.176395E-08   0.550852E-07  -0.182073E-07
  2373   0.101154E+03   0.238994E+01   0.000000E+00  -0.286537E+01   0.176261E-08   0.649447E-07  -0.189031E-07
  2374   0.100815E+03   0.239179E+01   0.000000E+00  -0.279589E+01   0.176128E-08   0.748979E-07  -0.195914E-07
  2375   0.100474E+03   0.239410E+01   0.000000E+00  -0.272741E+01   0.175994E-08   0.849274E-07  -0.202713E-07
  2376   0.100130E+03   0.239688E+01   0.000000E+00  -0.266000E+01   0.175861E-08   0.950162E-07  -0.209419E-07
  2377   0.997826E+02   0.240011E+01   0.000000E+00  -0.259364E+01   0.175728E-08   0.105147E-06  -0.216021E-07
  2378   0.994330E+02   0.240378E+01   0.000000E+00  -0.252838E+01   0.175595E-08   0.115302E-06  -0.222510E-07
  2379   0.990806E+02   0.240790E+01   0.000000E+00  -0.246423E+01   0.175462E-08   0.125465E-06  -0.228877E-07
  2380   0.987265E+02   0.241245E+01   0.000000E+00  -0.240123E+01   0.175329E-08   0.135618E-06  -0.235112E-07
  2381   0.983691E+02   0.241741E+01   0.000000E+00  -0.233938E+01   0.175197E-08   0.145744E-06  -0.241204E-07
  2382   0.980094E+02   0.242279E+01   0.000000E+00  -0.227870E+01   0.175065E-08   0.155826E-06  -0.247145E-07
  2383   0.976475E+02   0.242859E+01   0.000000E+00  -0.221921E+01   0.174932E-08   0.165847E-06  -0.252924E-07
  2384   0.972835E+02   0.243478E+01   0.000000E+00  -0.216094E+01   0.174800E-08   0.175788E-06  -0.258532E-07
  2385   0.969181E+02   0.244135E+01   0.000000E+00  -0.210389E+01   0.174668E-08   0.185634E-06  -0.263960E-07
  2386   0.965501E+02   0.244831E+01   0.000000E+00  -0.204810E+01   0.174536E-08   0.195366E-06  -0.269197E-07
  2387   0.961804E+02   0.245563E+01   0.000000E+00  -0.199358E+01   0.174405E-08   0.204968E-06  -0.274234E-07
  2388   0.958096E+02   0.246332E+01   0.000000E+00  -0.194038E+01   0.174273E-08   0.214422E-06  -0.279061E-07
  2389   0.954373E+02   0.247137E+01   0.000000E+00  -0.188849E+01   0.174142E-08   0.223711E-06  -0.283668E-07
  2390   0.950627E+02   0.247976E+01   0.000000E+00  -0.183794E+01   0.174010E-08   0.232818E-06  -0.288046E-07
  2391   0.946876E+02   0.248847E+01   0.000000E+00  -0.178876E+01   0.173879E-08   0.241726E-06  -0.292186E-07
  2392   0.943119E+02   0.249752E+01   0.000000E+00  -0.174097E+01   0.173748E-08   0.250416E-06  -0.296077E-07
  2393   0.939343E+02   0.250688E+01   0.000000E+00  -0.169459E+01   0.173617E-08   0.258873E-06  -0.299709E-07
  2394   0.935563E+02   0.251654E+01   0.000000E+00  -0.164962E+01   0.173487E-08   0.267079E-06  -0.303074E-07
  2395   0.931775E+02   0.252650E+01   0.000000E+00  -0.160610E+01   0.173356E-08   0.275016E-06  -0.306161E-07
  2396   0.927985E+02   0.253673E+01   0.000000E+00  -0.156404E+01   0.173226E-08   0.282668E-06  -0.308960E-07
  2397   0.924188E+02   0.254723E+01   0.000000E+00  -0.152346E+01   0.173095E-08   0.290017E-06  -0.311463E-07
  2398   0.920385E+02   0.255800E+01   0.000000E+00  -0.148437E+01   0.172965E-08   0.297045E-06  -0.313659E-07
  2399   0.916585E+02   0.256900E+01   0.000000E+00  -0.144680E+01   0.172835E-08   0.303737E-06  -0.315539E-07
  2400   0.912780E+02   0.258025E+01   0.000000E+00  -0.141077E+01   0.172705E-08   0.310073E-06  -0.317092E-07
  2401   0.908972E+02   0.259171E+01   0.000000E+00  -0.137628E+01   0.172576E-08   0.316040E-06  -0.318313E-07
  2402   0.905176E+02   0.260340E+01   0.000000E+00  -0.134334E+01   0.172446E-08   0.321634E-06  -0.319205E-07
  2403   0.901370E+02   0.261529E+01   0.000000E+00  -0.131196E+01   0.172317E-08   0.326851E-06  -0.319775E-07
  2404   0.897576E+02   0.262739E+01   0.000000E+00  -0.128212E+01   0.172187E-08   0.331689E-06  -0.320031E-07
  2405   0.893780E+02   0.263970E+01   0.000000E+00  -0.125382E+01   0.172058E-08   0.336148E-06  -0.319980E-07
  2406   0.889988E+02   0.265220E+01   0.000000E+00  -0.122705E+01   0.171929E-08   0.340223E-06  -0.319628E-07
  2407   0.886202E+02   0.266489E+01   0.000000E+00  -0.120182E+01   0.171800E-08   0.343914E-06  -0.318983E-07
  2408   0.882414E+02   0.267776E+01   0.000000E+00  -0.117811E+01   0.171671E-08   0.347218E-06  -0.318053E-07
  2409   0.878638E+02   0.269081E+01   0.000000E+00  -0.115591E+01   0.171543E-08   0.350133E-06  -0.316843E-07
  2410   0.874860E+02   0.270403E+01   0.000000E+00  -0.113524E+01   0.171414E-08   0.352657E-06  -0.315362E-07
  2411   0.871096E+02   0.271741E+01   0.000000E+00  -0.111607E+01   0.171286E-08   0.354787E-06  -0.313616E-07
  2412   0.867330E+02   0.273094E+01   0.000000E+00  -0.109840E+01   0.171157E-08   0.356522E-06  -0.311612E-07
  2413   0.863577E+02   0.274463E+01   0.000000E+00  -0.108222E+01   0.171029E-08   0.357859E-06  -0.309358E-07
  2414   0.859830E+02   0.275846E+01   0.000000E+00  -0.106753E+01   0.170901E-08   0.358797E-06  -0.306861E-07
  2415   0.856089E+02   0.277242E+01   0.000000E+00  -0.105433E+01   0.170774E-08   0.359332E-06  -0.304127E-07
  2416   0.852362E+02   0.278650E+01   0.000000E+00  -0.104260E+01   0.170646E-08   0.359464E-06  -0.301165E-07
  2417   0.848641E+02   0.280071E+01   0.000000E+00  -0.103234E+01   0.170518E-08   0.359189E-06  -0.297980E-07
  2418   0.844934E+02   0.281502E+01   0.000000E+00  -0.102355E+01   0.170391E-08   0.358506E-06  -0.294580E-07
  2419   0.841233E+02   0.282945E+01   0.000000E+00  -0.101620E+01   0.170264E-08   0.357412E-06  -0.290973E-07
  2420   0.837554E+02   0.284396E+01   0.000000E+00  -0.101031E+01   0.170136E-08   0.355905E-06  -0.287165E-07
  2421   0.833882E+02   0.285856E+01   0.000000E+00  -0.100584E+01   0.170009E-08   0.353984E-06  -0.283163E-07
  2422   0.830224E+02   0.287323E+01   0.000000E+00  -0.100280E+01   0.169883E-08   0.351646E-06  -0.278975E-07
  2423   0.826588E+02   0.288798E+01   0.000000E+00  -0.100117E+01   0.169756E-08   0.348888E-06  -0.274607E-07
  2424   0.822959E+02   0.290278E+01   0.000000E+00  -0.100095E+01   0.169629E-08   0.345710E-06  -0.270067E-07
  2425   0.819352E+02   0.291763E+01   0.000000E+00  -0.100212E+01   0.169503E-08   0.342108E-06  -0.265362E-07
  2426   0.815760E+02   0.293252E+01   0.000000E+00  -0.100467E+01   0.169376E-08   0.338080E-06  -0.260500E-07
  2427   0.812183E+02   0.294745E+01   0.000000E+00  -0.100859E+01   0.169250E-08   0.333624E-06  -0.255486E-07
  2428   0.808628E+02   0.296239E+01   0.000000E+00  -0.101386E+01   0.169124E-08   0.328739E-06  -0.250328E-07
  2429   0.805096E+02   0.297735E+01   0.000000E+00  -0.102047E+01   0.168998E-08   0.323422E-06  -0.245033E-07
  2430   0.801579E+02   0.299231E+01   0.000000E+00  -0.102841E+01   0.168872E-08   0.317670E-06  -0.239609E-07
  2431   0.798085E+02   0.300726E+01   0.000000E+00  -0.103767E+01   0.168746E-08   0.311482E-06  -0.234063E-07
  2432   0.794614E+02   0.302219E+01   0.000000E+00  -0.104823E+01   0.168621E-08   0.304856E-06  -0.228401E-07
  2433   0.791166E+02   0.303710E+01   0.000000E+00  -0.106008E+01   0.168495E-08   0.297789E-06  -0.222631E-07
  2434   0.787748E+02   0.305196E+01   0.000000E+00  -0.107320E+01   0.168370E-08   0.290279E-06  -0.216759E-07
  2435   0.784347E+02   0.306679E+01   0.000000E+00  -0.108757E+01   0.168245E-08   0.282325E-06  -0.210794E-07
  2436   0.780976E+02   0.308155E+01   0.000000E+00  -0.110319E+01   0.168120E-08   0.273923E-06  -0.204741E-07
  2437   0.777628E+02   0.309623E+01   0.000000E+00  -0.112003E+01   0.167995E-08   0.265072E-06  -0.198609E-07
  2438   0.774312E+02   0.311085E+01   0.000000E+00  -0.113807E+01   0.167870E-08   0.255770E-06  -0.192404E-07
  2439   0.771020E+02   0.312536E+01   0.000000E+00  -0.115730E+01   0.167746E-08   0.246014E-06  -0.186133E-07
  2440   0.767758E+02   0.313977E+01   0.000000E+00  -0.117770E+01   0.167621E-08   0.235802E-06  -0.179804E-07
  2441   0.764528E+02   0.315407E+01   0.000000E+00  -0.119925E+01   0.167497E-08   0.225133E-06  -0.173424E-07
  2442   0.761330E+02   0.316825E+01   0.000000E+00  -0.122194E+01   0.167372E-08   0.214004E-06  -0.166999E-07
