#    L    TT             EE             TE             PP             TP          
  2137   0.145684E+03   0.654946E+01   0.114022E+01   0.990308E+05   0.794120E+01
  2138   0.144856E+03   0.658112E+01   0.107797E+01   0.989494E+05   0.791172E+01
  2139   0.144037E+03   0.661236E+01   0.101318E+01   0.988680E+05   0.787755E+01
  2140   0.143226E+03   0.664317E+01   0.945912E+00   0.987867E+05   0.783837E+01
  2141   0.142423E+03   0.667351E+01   0.876221E+00   0.987056E+05   0.779385E+01
  2142   0.141629E+03   0.670337E+01   0.804165E+00   0.986245E+05   0.774367E+01
  2143   0.140844E+03   0.673272E+01   0.729788E+00   0.985435E+05   0.768750E+01
  2144   0.140067E+03   0.676157E+01   0.653154E+00   0.984626E+05   0.762502E+01
  2145   0.139300E+03   0.678986E+01   0.574309E+00   0.983818E+05   0.755588E+01
  2146   0.138541E+03   0.681758E+01   0.493312E+00   0.983011E+05   0.747978E+01
  2147   0.137792E+03   0.684472E+01   0.410223E+00   0.982205E+05   0.739637E+01
  2148   0.137053E+03   0.687126E+01   0.325104E+00   0.981400E+05   0.730534E+01
  2149   0.136323E+03   0.689716E+01   0.238018E+00   0.980596E+05   0.720636E+01
  2150   0.135604E+03   0.692242E+01   0.149026E+00   0.979793E+05   0.709910E+01
  2151   0.134894E+03   0.694700E+01   0.581849E-01   0.978991E+05   0.698333E+01
  2152   0.134194E+03   0.697091E+01  -0.344703E-01   0.978190E+05   0.685925E+01
  2153   0.133505E+03   0.699414E+01  -0.128909E+00   0.977390E+05   0.672714E+01
  2154   0.132826E+03   0.701668E+01  -0.225094E+00   0.976590E+05   0.658730E+01
  2155   0.132157E+03   0.703853E+01  -0.322988E+00   0.975792E+05   0.644003E+01
  2156   0.131498E+03   0.705969E+01  -0.422549E+00   0.974995E+05   0.628561E+01
  2157   0.130850E+03   0.708015E+01  -0.523741E+00   0.974198E+05   0.612433E+01
  2158   0.130212E+03   0.709991E+01  -0.626523E+00   0.973403E+05   0.595650E+01
  2159   0.129583E+03   0.711897E+01  -0.730857E+00   0.972608E+05   0.578240E+01
  2160   0.128966E+03   0.713731E+01  -0.836702E+00   0.971814E+05   0.560232E+01
  2161   0.128358E+03   0.715494E+01  -0.944017E+00   0.971022E+05   0.541655E+01
  2162   0.127761E+03   0.717186E+01  -0.105275E+01   0.970230E+05   0.522540E+01
  2163   0.127175E+03   0.718805E+01  -0.116287E+01   0.969439E+05   0.502915E+01
  2164   0.126598E+03   0.720351E+01  -0.127432E+01   0.968649E+05   0.482809E+01
  2165   0.126031E+03   0.721823E+01  -0.138705E+01   0.967860E+05   0.462251E+01
  2166   0.125475E+03   0.723222E+01  -0.150103E+01   0.967072E+05   0.441272E+01
  2167   0.124930E+03   0.724546E+01  -0.161620E+01   0.966285E+05   0.419899E+01
  2168   0.124395E+03   0.725797E+01  -0.173252E+01   0.965499E+05   0.398163E+01
  2169   0.123869E+03   0.726972E+01  -0.184991E+01   0.964714E+05   0.376092E+01
  2170   0.123355E+03   0.728072E+01  -0.196833E+01   0.963929E+05   0.353716E+01
  2171   0.122850E+03   0.729097E+01  -0.208771E+01   0.963146E+05   0.331064E+01
  2172   0.122356E+03   0.730047E+01  -0.220800E+01   0.962364E+05   0.308166E+01
  2173   0.121872E+03   0.730921E+01  -0.232914E+01   0.961582E+05   0.285050E+01
  2174   0.121399E+03   0.731719E+01  -0.245106E+01   0.960802E+05   0.261745E+01
  2175   0.120936E+03   0.732440E+01  -0.257371E+01   0.960022E+05   0.238282E+01
  2176   0.120484E+03   0.733085E+01  -0.269703E+01   0.959243E+05   0.214688E+01
  2177   0.120042E+03   0.733654E+01  -0.282097E+01   0.958465E+05   0.190995E+01
  2178   0.119610E+03   0.734145E+01  -0.294546E+01   0.957688E+05   0.167229E+01
  2179   0.119188E+03   0.734559E+01  -0.307045E+01   0.956912E+05   0.143422E+01
  2180   0.118777E+03   0.734894E+01  -0.319587E+01   0.956137E+05   0.119602E+01
  2181   0.118376E+03   0.735151E+01  -0.332167E+01   0.955363E+05   0.957983E+00
  2182   0.117985E+03   0.735330E+01  -0.344778E+01   0.954590E+05   0.720402E+00
  2183   0.117604E+03   0.735431E+01  -0.357414E+01   0.953817E+05   0.483570E+00
  2184   0.117233E+03   0.735453E+01  -0.370067E+01   0.953046E+05   0.247779E+00
  2185   0.116872E+03   0.735396E+01  -0.382731E+01   0.952275E+05   0.133214E-01
  2186   0.116521E+03   0.735261E+01  -0.395398E+01   0.951506E+05  -0.219510E+00
  2187   0.116181E+03   0.735046E+01  -0.408063E+01   0.950737E+05  -0.450424E+00
  2188   0.115850E+03   0.734753E+01  -0.420719E+01   0.949969E+05  -0.679127E+00
  2189   0.115529E+03   0.734380E+01  -0.433358E+01   0.949202E+05  -0.905326E+00
  2190   0.115218E+03   0.733929E+01  -0.445973E+01   0.948436E+05  -0.112873E+01
  2191   0.114916E+03   0.733397E+01  -0.458558E+01   0.947671E+05  -0.134905E+01
  2192   0.114625E+03   0.732786E+01  -0.471106E+01   0.946907E+05  -0.156598E+01
  2193   0.114343E+03   0.732095E+01  -0.483610E+01   0.946143E+05  -0.177925E+01
  2194   0.114069E+03   0.731324E+01  -0.496063E+01   0.945381E+05  -0.198855E+01
  2195   0.113806E+03   0.730474E+01  -0.508458E+01   0.944619E+05  -0.219359E+01
  2196   0.113552E+03   0.729543E+01  -0.520787E+01   0.943859E+05  -0.239408E+01
  2197   0.113308E+03   0.728533E+01  -0.533043E+01   0.943099E+05  -0.258973E+01
  2198   0.113072E+03   0.727443E+01  -0.545217E+01   0.942340E+05  -0.278025E+01
  2199   0.112846E+03   0.726275E+01  -0.557303E+01   0.941582E+05  -0.296534E+01
  2200   0.112629E+03   0.725027E+01  -0.569292E+01   0.940825E+05  -0.314471E+01
  2201   0.112420E+03   0.723700E+01  -0.581178E+01   0.940069E+05  -0.331812E+01
  2202   0.112221E+03   0.722295E+01  -0.592956E+01   0.939313E+05  -0.348555E+01
  2203   0.112030E+03   0.720812E+01  -0.604626E+01   0.938559E+05  -0.364704E+01
  2204   0.111849E+03   0.719252E+01  -0.616185E+01   0.937805E+05  -0.380263E+01
  2205   0.111676E+03   0.717614E+01  -0.627629E+01   0.937053E+05  -0.395234E+01
  2206   0.111511E+03   0.715901E+01  -0.638959E+01   0.936301E+05  -0.409620E+01
  2207   0.111355E+03   0.714112E+01  -0.650171E+01   0.935550E+05  -0.423426E+01
  2208   0.111207E+03   0.712247E+01  -0.661264E+01   0.934800E+05  -0.436655E+01
  2209   0.111068E+03   0.710307E+01  -0.672234E+01   0.934051E+05  -0.449310E+01
  2210   0.110937E+03   0.708294E+01  -0.683079E+01   0.933302E+05  -0.461395E+01
  2211   0.110814E+03   0.706207E+01  -0.693798E+01   0.932555E+05  -0.472913E+01
  2212   0.110698E+03   0.704048E+01  -0.704386E+01   0.931808E+05  -0.483867E+01
  2213   0.110591E+03   0.701816E+01  -0.714841E+01   0.931063E+05  -0.494261E+01
  2214   0.110491E+03   0.699515E+01  -0.725160E+01   0.930318E+05  -0.504099E+01
  2215   0.110399E+03   0.697143E+01  -0.735341E+01   0.929574E+05  -0.513383E+01
  2216   0.110314E+03   0.694702E+01  -0.745381E+01   0.928831E+05  -0.522117E+01
  2217   0.110237E+03   0.692193E+01  -0.755276E+01   0.928089E+05  -0.530305E+01
  2218   0.110167E+03   0.689617E+01  -0.765025E+01   0.927347E+05  -0.537949E+01
  2219   0.110104E+03   0.686974E+01  -0.774624E+01   0.926607E+05  -0.545055E+01
  2220   0.110048E+03   0.684268E+01  -0.784071E+01   0.925867E+05  -0.551624E+01
  2221   0.109999E+03   0.681496E+01  -0.793363E+01   0.925128E+05  -0.557660E+01
  2222   0.109957E+03   0.678662E+01  -0.802497E+01   0.924390E+05  -0.563167E+01
  2223   0.109921E+03   0.675767E+01  -0.811470E+01   0.923653E+05  -0.568148E+01
  2224   0.109892E+03   0.672810E+01  -0.820279E+01   0.922917E+05  -0.572606E+01
  2225   0.109869E+03   0.669793E+01  -0.828923E+01   0.922181E+05  -0.576546E+01
  2226   0.109852E+03   0.666719E+01  -0.837397E+01   0.921447E+05  -0.579969E+01
  2227   0.109841E+03   0.663586E+01  -0.845700E+01   0.920713E+05  -0.582881E+01
  2228   0.109836E+03   0.660396E+01  -0.853829E+01   0.919980E+05  -0.585284E+01
  2229   0.109836E+03   0.657151E+01  -0.861780E+01   0.919248E+05  -0.587181E+01
  2230   0.109842E+03   0.653852E+01  -0.869551E+01   0.918517E+05  -0.588576E+01
  2231   0.109853E+03   0.650500E+01  -0.877139E+01   0.917786E+05  -0.589473E+01
  2232   0.109869E+03   0.647097E+01  -0.884542E+01   0.917057E+05  -0.589875E+01
  2233   0.109890E+03   0.643643E+01  -0.891756E+01   0.916328E+05  -0.589784E+01
  2234   0.109916E+03   0.640141E+01  -0.898779E+01   0.915600E+05  -0.589206E+01
  2235   0.109947E+03   0.636593E+01  -0.905608E+01   0.914873E+05  -0.588143E+01
  2236   0.109982E+03   0.633001E+01  -0.912239E+01   0.914147E+05  -0.586598E+01
  2237   0.110021E+03   0.629364E+01  -0.918672E+01   0.913421E+05  -0.584575E+01
  2238   0.110065E+03   0.625687E+01  -0.924901E+01   0.912697E+05  -0.582078E+01
  2239   0.110111E+03   0.621968E+01  -0.930925E+01   0.911973E+05  -0.579109E+01
  2240   0.110163E+03   0.618211E+01  -0.936743E+01   0.911250E+05  -0.575673E+01
  2241   0.110217E+03   0.614416E+01  -0.942351E+01   0.910528E+05  -0.571772E+01
  2242   0.110274E+03   0.610585E+01  -0.947746E+01   0.909807E+05  -0.567410E+01
  2243   0.110335E+03   0.606720E+01  -0.952926E+01   0.909086E+05  -0.562591E+01
  2244   0.110398E+03   0.602822E+01  -0.957889E+01   0.908367E+05  -0.557318E+01
  2245   0.110465E+03   0.598891E+01  -0.962632E+01   0.907648E+05  -0.551594E+01
  2246   0.110533E+03   0.594932E+01  -0.967154E+01   0.906930E+05  -0.545422E+01
  2247   0.110603E+03   0.590946E+01  -0.971451E+01   0.906212E+05  -0.538807E+01
  2248   0.110676E+03   0.586933E+01  -0.975521E+01   0.905496E+05  -0.531752E+01
  2249   0.110750E+03   0.582896E+01  -0.979363E+01   0.904780E+05  -0.524259E+01
  2250   0.110826E+03   0.578837E+01  -0.982973E+01   0.904066E+05  -0.516333E+01
  2251   0.110904E+03   0.574757E+01  -0.986350E+01   0.903352E+05  -0.507980E+01
  2252   0.110983E+03   0.570658E+01  -0.989494E+01   0.902638E+05  -0.499219E+01
  2253   0.111062E+03   0.566539E+01  -0.992406E+01   0.901926E+05  -0.490073E+01
  2254   0.111143E+03   0.562402E+01  -0.995086E+01   0.901214E+05  -0.480563E+01
  2255   0.111224E+03   0.558246E+01  -0.997535E+01   0.900504E+05  -0.470713E+01
  2256   0.111307E+03   0.554073E+01  -0.999753E+01   0.899794E+05  -0.460545E+01
  2257   0.111390E+03   0.549884E+01  -0.100174E+02   0.899084E+05  -0.450080E+01
  2258   0.111474E+03   0.545679E+01  -0.100350E+02   0.898376E+05  -0.439342E+01
  2259   0.111558E+03   0.541459E+01  -0.100503E+02   0.897668E+05  -0.428353E+01
  2260   0.111643E+03   0.537225E+01  -0.100634E+02   0.896962E+05  -0.417135E+01
  2261   0.111729E+03   0.532979E+01  -0.100741E+02   0.896256E+05  -0.405710E+01
  2262   0.111815E+03   0.528722E+01  -0.100827E+02   0.895550E+05  -0.394102E+01
  2263   0.111900E+03   0.524457E+01  -0.100890E+02   0.894846E+05  -0.382331E+01
  2264   0.111986E+03   0.520181E+01  -0.100930E+02   0.894142E+05  -0.370421E+01
  2265   0.112072E+03   0.515900E+01  -0.100948E+02   0.893439E+05  -0.358394E+01
  2266   0.112158E+03   0.511611E+01  -0.100945E+02   0.892737E+05  -0.346272E+01
  2267   0.112243E+03   0.507318E+01  -0.100919E+02   0.892036E+05  -0.334078E+01
  2268   0.112328E+03   0.503021E+01  -0.100871E+02   0.891336E+05  -0.321834E+01
  2269   0.112412E+03   0.498722E+01  -0.100802E+02   0.890636E+05  -0.309563E+01
  2270   0.112496E+03   0.494421E+01  -0.100711E+02   0.889937E+05  -0.297286E+01
  2271   0.112579E+03   0.490119E+01  -0.100599E+02   0.889239E+05  -0.285026E+01
  2272   0.112662E+03   0.485817E+01  -0.100466E+02   0.888542E+05  -0.272806E+01
  2273   0.112743E+03   0.481518E+01  -0.100312E+02   0.887845E+05  -0.260648E+01
  2274   0.112823E+03   0.477221E+01  -0.100137E+02   0.887149E+05  -0.248574E+01
  2275   0.112902E+03   0.472929E+01  -0.999409E+01   0.886454E+05  -0.236607E+01
  2276   0.112979E+03   0.468644E+01  -0.997250E+01   0.885760E+05  -0.224768E+01
  2277   0.113055E+03   0.464365E+01  -0.994887E+01   0.885067E+05  -0.213081E+01
  2278   0.113129E+03   0.460097E+01  -0.992324E+01   0.884374E+05  -0.201568E+01
  2279   0.113201E+03   0.455838E+01  -0.989567E+01   0.883682E+05  -0.190251E+01
  2280   0.113272E+03   0.451591E+01  -0.986612E+01   0.882991E+05  -0.179152E+01
  2281   0.113341E+03   0.447357E+01  -0.983458E+01   0.882301E+05  -0.168294E+01
  2282   0.113407E+03   0.443138E+01  -0.980115E+01   0.881611E+05  -0.157699E+01
  2283   0.113471E+03   0.438934E+01  -0.976589E+01   0.880923E+05  -0.147389E+01
  2284   0.113533E+03   0.434746E+01  -0.972869E+01   0.880235E+05  -0.137388E+01
  2285   0.113591E+03   0.430577E+01  -0.968969E+01   0.879547E+05  -0.127717E+01
  2286   0.113648E+03   0.426428E+01  -0.964884E+01   0.878861E+05  -0.118398E+01
  2287   0.113701E+03   0.422300E+01  -0.960627E+01   0.878175E+05  -0.109454E+01
  2288   0.113752E+03   0.418194E+01  -0.956188E+01   0.877490E+05  -0.100908E+01
  2289   0.113799E+03   0.414115E+01  -0.951579E+01   0.876806E+05  -0.927816E+00
  2290   0.113843E+03   0.410060E+01  -0.946797E+01   0.876123E+05  -0.850972E+00
  2291   0.113884E+03   0.406034E+01  -0.941855E+01   0.875440E+05  -0.778772E+00
  2292   0.113921E+03   0.402038E+01  -0.936749E+01   0.874759E+05  -0.711440E+00
  2293   0.113954E+03   0.398073E+01  -0.931477E+01   0.874077E+05  -0.649200E+00
  2294   0.113984E+03   0.394142E+01  -0.926059E+01   0.873397E+05  -0.592275E+00
  2295   0.114010E+03   0.390244E+01  -0.920477E+01   0.872718E+05  -0.540890E+00
  2296   0.114031E+03   0.386384E+01  -0.914750E+01   0.872039E+05  -0.495268E+00
  2297   0.114049E+03   0.382560E+01  -0.908876E+01   0.871361E+05  -0.455631E+00
  2298   0.114062E+03   0.378775E+01  -0.902867E+01   0.870684E+05  -0.422205E+00
  2299   0.114071E+03   0.375031E+01  -0.896712E+01   0.870007E+05  -0.395213E+00
  2300   0.114075E+03   0.371329E+01  -0.890417E+01   0.869332E+05  -0.374878E+00
  2301   0.114074E+03   0.367670E+01  -0.884000E+01   0.868657E+05  -0.361336E+00
  2302   0.114068E+03   0.364056E+01  -0.877443E+01   0.867982E+05  -0.354370E+00
  2303   0.114057E+03   0.360485E+01  -0.870770E+01   0.867309E+05  -0.353674E+00
  2304   0.114042E+03   0.356959E+01  -0.863962E+01   0.866636E+05  -0.358943E+00
  2305   0.114022E+03   0.353478E+01  -0.857037E+01   0.865964E+05  -0.369870E+00
  2306   0.113997E+03   0.350042E+01  -0.849989E+01   0.865293E+05  -0.386152E+00
  2307   0.113967E+03   0.346653E+01  -0.842822E+01   0.864623E+05  -0.407483E+00
  2308   0.113932E+03   0.343309E+01  -0.835538E+01   0.863953E+05  -0.433556E+00
  2309   0.113892E+03   0.340011E+01  -0.828141E+01   0.863284E+05  -0.464067E+00
  2310   0.113847E+03   0.336760E+01  -0.820639E+01   0.862616E+05  -0.498711E+00
  2311   0.113797E+03   0.333556E+01  -0.813030E+01   0.861949E+05  -0.537181E+00
  2312   0.113742E+03   0.330399E+01  -0.805307E+01   0.861282E+05  -0.579172E+00
  2313   0.113682E+03   0.327290E+01  -0.797488E+01   0.860616E+05  -0.624380E+00
  2314   0.113618E+03   0.324230E+01  -0.789577E+01   0.859951E+05  -0.672498E+00
  2315   0.113548E+03   0.321217E+01  -0.781561E+01   0.859286E+05  -0.723221E+00
  2316   0.113473E+03   0.318254E+01  -0.773458E+01   0.858623E+05  -0.776244E+00
  2317   0.113393E+03   0.315340E+01  -0.765263E+01   0.857960E+05  -0.831261E+00
  2318   0.113308E+03   0.312475E+01  -0.756978E+01   0.857298E+05  -0.887966E+00
  2319   0.113218E+03   0.309659E+01  -0.748615E+01   0.856636E+05  -0.946055E+00
  2320   0.113123E+03   0.306894E+01  -0.740175E+01   0.855975E+05  -0.100522E+01
  2321   0.113022E+03   0.304179E+01  -0.731655E+01   0.855315E+05  -0.106516E+01
  2322   0.112916E+03   0.301515E+01  -0.723063E+01   0.854656E+05  -0.112557E+01
  2323   0.112806E+03   0.298902E+01  -0.714404E+01   0.853998E+05  -0.118614E+01
  2324   0.112691E+03   0.296341E+01  -0.705679E+01   0.853340E+05  -0.124656E+01
  2325   0.112570E+03   0.293832E+01  -0.696900E+01   0.852683E+05  -0.130654E+01
  2326   0.112444E+03   0.291377E+01  -0.688060E+01   0.852026E+05  -0.136576E+01
  2327   0.112313E+03   0.288974E+01  -0.679164E+01   0.851371E+05  -0.142392E+01
  2328   0.112177E+03   0.286626E+01  -0.670228E+01   0.850716E+05  -0.148072E+01
  2329   0.112036E+03   0.284331E+01  -0.661248E+01   0.850062E+05  -0.153584E+01
  2330   0.111890E+03   0.282091E+01  -0.652227E+01   0.849408E+05  -0.158899E+01
  2331   0.111739E+03   0.279905E+01  -0.643174E+01   0.848756E+05  -0.163985E+01
  2332   0.111583E+03   0.277774E+01  -0.634086E+01   0.848104E+05  -0.168813E+01
  2333   0.111422E+03   0.275698E+01  -0.624972E+01   0.847453E+05  -0.173352E+01
  2334   0.111255E+03   0.273677E+01  -0.615836E+01   0.846802E+05  -0.177571E+01
  2335   0.111084E+03   0.271712E+01  -0.606679E+01   0.846152E+05  -0.181440E+01
  2336   0.110907E+03   0.269802E+01  -0.597512E+01   0.845503E+05  -0.184927E+01
  2337   0.110727E+03   0.267948E+01  -0.588338E+01   0.844855E+05  -0.188003E+01
  2338   0.110540E+03   0.266150E+01  -0.579152E+01   0.844207E+05  -0.190638E+01
  2339   0.110349E+03   0.264409E+01  -0.569971E+01   0.843560E+05  -0.192799E+01
  2340   0.110153E+03   0.262726E+01  -0.560800E+01   0.842914E+05  -0.194458E+01
  2341   0.109952E+03   0.261099E+01  -0.551632E+01   0.842269E+05  -0.195583E+01
  2342   0.109746E+03   0.259529E+01  -0.542477E+01   0.841624E+05  -0.196144E+01
  2343   0.109535E+03   0.258017E+01  -0.533347E+01   0.840980E+05  -0.196110E+01
  2344   0.109319E+03   0.256562E+01  -0.524244E+01   0.840336E+05  -0.195451E+01
  2345   0.109099E+03   0.255166E+01  -0.515163E+01   0.839694E+05  -0.194137E+01
  2346   0.108874E+03   0.253827E+01  -0.506122E+01   0.839052E+05  -0.192136E+01
  2347   0.108644E+03   0.252546E+01  -0.497116E+01   0.838411E+05  -0.189418E+01
  2348   0.108409E+03   0.251323E+01  -0.488156E+01   0.837770E+05  -0.185953E+01
  2349   0.108170E+03   0.250158E+01  -0.479243E+01   0.837130E+05  -0.181709E+01
  2350   0.107926E+03   0.249052E+01  -0.470389E+01   0.836491E+05  -0.176658E+01
  2351   0.107677E+03   0.248004E+01  -0.461587E+01   0.835853E+05  -0.170777E+01
  2352   0.107424E+03   0.247013E+01  -0.452853E+01   0.835215E+05  -0.164087E+01
  2353   0.107166E+03   0.246081E+01  -0.444178E+01   0.834578E+05  -0.156616E+01
  2354   0.106904E+03   0.245207E+01  -0.435575E+01   0.833942E+05  -0.148396E+01
  2355   0.106638E+03   0.244389E+01  -0.427028E+01   0.833306E+05  -0.139454E+01
  2356   0.106367E+03   0.243630E+01  -0.418552E+01   0.832671E+05  -0.129821E+01
  2357   0.106092E+03   0.242926E+01  -0.410152E+01   0.832037E+05  -0.119526E+01
  2358   0.105812E+03   0.242280E+01  -0.401819E+01   0.831404E+05  -0.108598E+01
  2359   0.105529E+03   0.241689E+01  -0.393561E+01   0.830771E+05  -0.970673E+00
  2360   0.105241E+03   0.241153E+01  -0.385369E+01   0.830139E+05  -0.849632E+00
  2361   0.104950E+03   0.240672E+01  -0.377263E+01   0.829507E+05  -0.723152E+00
  2362   0.104653E+03   0.240246E+01  -0.369228E+01   0.828877E+05  -0.591528E+00
  2363   0.104354E+03   0.239874E+01  -0.361278E+01   0.828247E+05  -0.455055E+00
  2364   0.104050E+03   0.239554E+01  -0.353403E+01   0.827617E+05  -0.314028E+00
  2365   0.103742E+03   0.239287E+01  -0.345618E+01   0.826989E+05  -0.168741E+00
  2366   0.103431E+03   0.239074E+01  -0.337914E+01   0.826361E+05  -0.194909E-01
  2367   0.103116E+03   0.238911E+01  -0.330297E+01   0.825733E+05   0.133428E+00
  2368   0.102797E+03   0.238800E+01  -0.322766E+01   0.825107E+05   0.289721E+00
  2369   0.102476E+03   0.238740E+01  -0.315336E+01   0.824481E+05   0.449093E+00
  2370   0.102150E+03   0.238730E+01  -0.307989E+01   0.823856E+05   0.611248E+00
  2371   0.101821E+03   0.238770E+01  -0.300740E+01   0.823231E+05   0.775892E+00
  2372   0.101489E+03   0.238858E+01  -0.293587E+01   0.822607E+05   0.942729E+00
  2373   0.101154E+03   0.238994E+01  -0.286537E+01   0.821984E+05   0.111146E+01
  2374   0.100815E+03   0.239179E+01  -0.279589E+01   0.821361E+05   0.128180E+01
  2375   0.100474E+03   0.239410E+01  -0.272741E+01   0.820740E+05   0.145345E+01
  2376   0.100130E+03   0.239688E+01  -0.266000E+01   0.820118E+05   0.162611E+01
  2377   0.997826E+02   0.240011E+01  -0.259364E+01   0.819498E+05   0.179949E+01
  2378   0.994330E+02   0.240378E+01  -0.252838E+01   0.818878E+05   0.197329E+01
  2379   0.990806E+02   0.240790E+01  -0.246423E+01   0.818259E+05   0.214722E+01
  2380   0.987265E+02   0.241245E+01  -0.240123E+01   0.817640E+05   0.232098E+01
  2381   0.983691E+02   0.241741E+01  -0.233938E+01   0.817022E+05   0.249428E+01
  2382   0.980094E+02   0.242279E+01  -0.227870E+01   0.816405E+05   0.266682E+01
  2383   0.976475E+02   0.242859E+01  -0.221921E+01   0.815789E+05   0.283831E+01
  2384   0.972835E+02   0.243478E+01  -0.216094E+01   0.815173E+05   0.300845E+01
  2385   0.969181E+02   0.244135E+01  -0.210389E+01   0.814558E+05   0.317694E+01
  2386   0.965501E+02   0.244831E+01  -0.204810E+01   0.813943E+05   0.334350E+01
  2387   0.961804E+02   0.245563E+01  -0.199358E+01   0.813329E+05   0.350783E+01
  2388   0.958096E+02   0.246332E+01  -0.194038E+01   0.812716E+05   0.366963E+01
  2389   0.954373E+02   0.247137E+01  -0.188849E+01   0.812103E+05   0.382861E+01
  2390   0.950627E+02   0.247976E+01  -0.183794E+01   0.811492E+05   0.398447E+01
  2391   0.946876E+02   0.248847E+01  -0.178876E+01   0.810880E+05   0.413691E+01
  2392   0.943119E+02   0.249752E+01  -0.174097E+01   0.810270E+05   0.428565E+01
  2393   0.939343E+02   0.250688E+01  -0.169459E+01   0.809660E+05   0.443038E+01
  2394   0.935563E+02   0.251654E+01  -0.164962E+01   0.809051E+05   0.457082E+01
  2395   0.931775E+02   0.252650E+01  -0.160610E+01   0.808442E+05   0.470666E+01
  2396   0.927985E+02   0.253673E+01  -0.156404E+01   0.807834E+05   0.483761E+01
  2397   0.924188E+02   0.254723E+01  -0.152346E+01   0.807227E+05   0.496338E+01
  2398   0.920385E+02   0.255800E+01  -0.148437E+01   0.806620E+05   0.508367E+01
  2399   0.916585E+02   0.256900E+01  -0.144680E+01   0.806014E+05   0.519818E+01
  2400   0.912780E+02   0.258025E+01  -0.141077E+01   0.805408E+05   0.530663E+01
  2401   0.908972E+02   0.259171E+01  -0.137628E+01   0.804804E+05   0.540876E+01
  2402   0.905176E+02   0.260340E+01  -0.134334E+01   0.804199E+05   0.550448E+01
  2403   0.901370E+02   0.261529E+01  -0.131196E+01   0.803596E+05   0.559377E+01
  2404   0.897576E+02   0.262739E+01  -0.128212E+01   0.802993E+05   0.567658E+01
  2405   0.893780E+02   0.263970E+01  -0.125382E+01   0.802391E+05   0.575288E+01
  2406   0.889988E+02   0.265220E+01  -0.122705E+01   0.801789E+05   0.582263E+01
  2407   0.886202E+02   0.266489E+01  -0.120182E+01   0.801188E+05   0.588580E+01
  2408   0.882414E+02   0.267776E+01  -0.117811E+01   0.800588E+05   0.594235E+01
  2409   0.878638E+02   0.269081E+01  -0.115591E+01   0.799988E+05   0.599224E+01
  2410   0.874860E+02   0.270403E+01  -0.113524E+01   0.799389E+05   0.603543E+01
  2411   0.871096E+02   0.271741E+01  -0.111607E+01   0.798791E+05   0.607189E+01
  2412   0.867330E+02   0.273094E+01  -0.109840E+01   0.798193E+05   0.610158E+01
  2413   0.863577E+02   0.274463E+01  -0.108222E+01   0.797596E+05   0.612447E+01
  2414   0.859830E+02   0.275846E+01  -0.106753E+01   0.797000E+05   0.614052E+01
  2415   0.856089E+02   0.277242E+01  -0.105433E+01   0.796404E+05   0.614968E+01
  2416   0.852362E+02   0.278650E+01  -0.104260E+01   0.795809E+05   0.615193E+01
  2417   0.848641E+02   0.280071E+01  -0.103234E+01   0.795214E+05   0.614723E+01
  2418   0.844934E+02   0.281502E+01  -0.102355E+01   0.794620E+05   0.613554E+01
  2419   0.841233E+02   0.282945E+01  -0.101620E+01   0.794027E+05   0.611682E+01
  2420   0.837554E+02   0.284396E+01  -0.101031E+01   0.793434E+05   0.609104E+01
  2421   0.833882E+02   0.285856E+01  -0.100584E+01   0.792842E+05   0.605816E+01
  2422   0.830224E+02   0.287323E+01  -0.100280E+01   0.792250E+05   0.601814E+01
  2423   0.826588E+02   0.288798E+01  -0.100117E+01   0.791659E+05   0.597095E+01
  2424   0.822959E+02   0.290278E+01  -0.100095E+01   0.791069E+05   0.591655E+01
  2425   0.819352E+02   0.291763E+01  -0.100212E+01   0.790479E+05   0.585491E+01
  2426   0.815760E+02   0.293252E+01  -0.100467E+01   0.789890E+05   0.578598E+01
  2427   0.812183E+02   0.294745E+01  -0.100859E+01   0.789302E+05   0.570973E+01
  2428   0.808628E+02   0.296239E+01  -0.101386E+01   0.788714E+05   0.562612E+01
  2429   0.805096E+02   0.297735E+01  -0.102047E+01   0.788127E+05   0.553512E+01
  2430   0.801579E+02   0.299231E+01  -0.102841E+01   0.787541E+05   0.543669E+01
  2431   0.798085E+02   0.300726E+01  -0.103767E+01   0.786955E+05   0.533079E+01
  2432   0.794614E+02   0.302219E+01  -0.104823E+01   0.786369E+05   0.521738E+01
  2433   0.791166E+02   0.303710E+01  -0.106008E+01   0.785785E+05   0.509644E+01
  2434   0.787748E+02   0.305196E+01  -0.107320E+01   0.785201E+05   0.496792E+01
  2435   0.784347E+02   0.306679E+01  -0.108757E+01   0.784617E+05   0.483178E+01
  2436   0.780976E+02   0.308155E+01  -0.110319E+01   0.784034E+05   0.468799E+01
  2437   0.777628E+02   0.309623E+01  -0.112003E+01   0.783452E+05   0.453652E+01
  2438   0.774312E+02   0.311085E+01  -0.113807E+01   0.782870E+05   0.437732E+01
  2439   0.771020E+02   0.312536E+01  -0.115730E+01   0.782289E+05   0.421035E+01
  2440   0.767758E+02   0.313977E+01  -0.117770E+01   0.781709E+05   0.403559E+01
  2441   0.764528E+02   0.315407E+01  -0.119925E+01   0.781129E+05   0.385300E+01
  2442   0.761330E+02   0.316825E+01  -0.122194E+01   0.780550E+05   0.366253E+01
