#    L    TT             EE             BB             TE          
     2   0.104958E+04   0.329614E-01   0.189391E-05   0.267059E+01
     3   0.987804E+03   0.405450E-01   0.378830E-05   0.297322E+01
     4   0.930569E+03   0.335625E-01   0.631490E-05   0.276111E+01
     5   0.888334E+03   0.213563E-01   0.947434E-05   0.232387E+01
     6   0.859703E+03   0.115106E-01   0.132674E-04   0.184885E+01
     7   0.841485E+03   0.622103E-02   0.176950E-04   0.143465E+01
     8   0.830342E+03   0.414041E-02   0.227581E-04   0.112615E+01
     9   0.824804E+03   0.333494E-02   0.284581E-04   0.928370E+00
    10   0.823417E+03   0.279268E-02   0.347961E-04   0.824918E+00
    11   0.824699E+03   0.235981E-02   0.417735E-04   0.793899E+00
    12   0.829447E+03   0.214181E-02   0.493919E-04   0.811657E+00
    13   0.835396E+03   0.214059E-02   0.576528E-04   0.857982E+00
    14   0.842519E+03   0.226308E-02   0.665579E-04   0.918532E+00
    15   0.849922E+03   0.246025E-02   0.761088E-04   0.980883E+00
    16   0.859300E+03   0.276785E-02   0.863074E-04   0.104449E+01
    17   0.870468E+03   0.321696E-02   0.971553E-04   0.110817E+01
    18   0.882274E+03   0.382708E-02   0.108654E-03   0.117293E+01
    19   0.895439E+03   0.460177E-02   0.120806E-03   0.124610E+01
    20   0.908326E+03   0.552191E-02   0.133613E-03   0.132490E+01
    21   0.921682E+03   0.657393E-02   0.147076E-03   0.140687E+01
    22   0.935578E+03   0.776329E-02   0.161197E-03   0.148553E+01
    23   0.949589E+03   0.909367E-02   0.175978E-03   0.156152E+01
    24   0.963983E+03   0.105725E-01   0.191421E-03   0.163605E+01
    25   0.978899E+03   0.121930E-01   0.207526E-03   0.170110E+01
    26   0.993864E+03   0.139596E-01   0.224295E-03   0.175919E+01
    27   0.100929E+04   0.159114E-01   0.241730E-03   0.181118E+01
    28   0.102501E+04   0.180661E-01   0.259832E-03   0.185297E+01
    29   0.104098E+04   0.204215E-01   0.278601E-03   0.189133E+01
    30   0.105740E+04   0.229731E-01   0.298039E-03   0.192052E+01
    31   0.107361E+04   0.257195E-01   0.318147E-03   0.194764E+01
    32   0.109037E+04   0.286925E-01   0.338924E-03   0.196452E+01
    33   0.110717E+04   0.318864E-01   0.360373E-03   0.197308E+01
    34   0.112402E+04   0.353509E-01   0.382492E-03   0.197826E+01
    35   0.114153E+04   0.390565E-01   0.405283E-03   0.196984E+01
    36   0.115881E+04   0.429891E-01   0.428745E-03   0.195574E+01
    37   0.117637E+04   0.471643E-01   0.452878E-03   0.192768E+01
    38   0.119428E+04   0.515743E-01   0.477682E-03   0.188604E+01
    39   0.121245E+04   0.562350E-01   0.503156E-03   0.183230E+01
    40   0.123081E+04   0.611706E-01   0.529301E-03   0.176722E+01
    41   0.124927E+04   0.664017E-01   0.556116E-03   0.169154E+01
    42   0.126784E+04   0.719327E-01   0.583599E-03   0.160600E+01
    43   0.128653E+04   0.777637E-01   0.611749E-03   0.151088E+01
    44   0.130540E+04   0.838925E-01   0.640567E-03   0.140489E+01
    45   0.132450E+04   0.903145E-01   0.670051E-03   0.128644E+01
    46   0.134381E+04   0.970247E-01   0.700199E-03   0.115453E+01
    47   0.136331E+04   0.104029E+00   0.731010E-03   0.100882E+01
    48   0.138297E+04   0.111330E+00   0.762483E-03   0.849126E+00
    49   0.140278E+04   0.118928E+00   0.794618E-03   0.675307E+00
    50   0.142279E+04   0.126837E+00   0.827411E-03   0.487377E+00
    51   0.144307E+04   0.135066E+00   0.860862E-03   0.285548E+00
    52   0.146356E+04   0.143617E+00   0.894970E-03   0.706113E-01
    53   0.148419E+04   0.152485E+00   0.929733E-03  -0.156704E+00
    54   0.150494E+04   0.161663E+00   0.965149E-03  -0.396526E+00
    55   0.152580E+04   0.171149E+00   0.100122E-02  -0.649357E+00
    56   0.154690E+04   0.180934E+00   0.103794E-02  -0.916263E+00
    57   0.156832E+04   0.191018E+00   0.107531E-02  -0.119802E+01
    58   0.159003E+04   0.201402E+00   0.111332E-02  -0.149467E+01
    59   0.161194E+04   0.212091E+00   0.115199E-02  -0.180593E+01
    60   0.163403E+04   0.223079E+00   0.119130E-02  -0.213114E+01
    61   0.165630E+04   0.234363E+00   0.123126E-02  -0.246968E+01
    62   0.167877E+04   0.245938E+00   0.127186E-02  -0.282156E+01
    63   0.170145E+04   0.257802E+00   0.131310E-02  -0.318694E+01
    64   0.172434E+04   0.269948E+00   0.135499E-02  -0.356597E+01
    65   0.174747E+04   0.282376E+00   0.139752E-02  -0.395890E+01
    66   0.177089E+04   0.295077E+00   0.144069E-02  -0.436594E+01
    67   0.179457E+04   0.308042E+00   0.148451E-02  -0.478657E+01
    68   0.181848E+04   0.321259E+00   0.152897E-02  -0.522007E+01
    69   0.184258E+04   0.334720E+00   0.157407E-02  -0.566572E+01
    70   0.186683E+04   0.348416E+00   0.161982E-02  -0.612303E+01
    71   0.189121E+04   0.362342E+00   0.166621E-02  -0.659178E+01
    72   0.191584E+04   0.376492E+00   0.171324E-02  -0.707280E+01
    73   0.194082E+04   0.390860E+00   0.176092E-02  -0.756696E+01
    74   0.196615E+04   0.405434E+00   0.180924E-02  -0.807403E+01
    75   0.199184E+04   0.420201E+00   0.185822E-02  -0.859349E+01
    76   0.201783E+04   0.435147E+00   0.190784E-02  -0.912473E+01
    77   0.204400E+04   0.450261E+00   0.195811E-02  -0.966642E+01
    78   0.207036E+04   0.465531E+00   0.200904E-02  -0.102183E+02
    79   0.209694E+04   0.480949E+00   0.206062E-02  -0.107802E+02
    80   0.212378E+04   0.496502E+00   0.211285E-02  -0.113525E+02
    81   0.215092E+04   0.512180E+00   0.216575E-02  -0.119349E+02
    82   0.217835E+04   0.527971E+00   0.221930E-02  -0.125270E+02
    83   0.220605E+04   0.543861E+00   0.227352E-02  -0.131283E+02
    84   0.223401E+04   0.559836E+00   0.232840E-02  -0.137381E+02
    85   0.226221E+04   0.575882E+00   0.238395E-02  -0.143561E+02
    86   0.229064E+04   0.591988E+00   0.244017E-02  -0.149816E+02
    87   0.231928E+04   0.608139E+00   0.249706E-02  -0.156141E+02
    88   0.234811E+04   0.624323E+00   0.255463E-02  -0.162530E+02
    89   0.237714E+04   0.640524E+00   0.261288E-02  -0.168979E+02
    90   0.240637E+04   0.656726E+00   0.267181E-02  -0.175484E+02
    91   0.243582E+04   0.672914E+00   0.273143E-02  -0.182040E+02
    92   0.246550E+04   0.689072E+00   0.279174E-02  -0.188645E+02
    93   0.249540E+04   0.705186E+00   0.285273E-02  -0.195293E+02
    94   0.252553E+04   0.721242E+00   0.291443E-02  -0.201982E+02
    95   0.255589E+04   0.737223E+00   0.297682E-02  -0.208706E+02
    96   0.258649E+04   0.753116E+00   0.303991E-02  -0.215460E+02
    97   0.261732E+04   0.768904E+00   0.310371E-02  -0.222240E+02
    98   0.264838E+04   0.784571E+00   0.316821E-02  -0.229041E+02
    99   0.267965E+04   0.800103E+00   0.323343E-02  -0.235858E+02
   100   0.271115E+04   0.815486E+00   0.329936E-02  -0.242685E+02
   101   0.274287E+04   0.830707E+00   0.336602E-02  -0.249517E+02
   102   0.277480E+04   0.845741E+00   0.343339E-02  -0.256350E+02
   103   0.280694E+04   0.860588E+00   0.350150E-02  -0.263176E+02
   104   0.283928E+04   0.875218E+00   0.357033E-02  -0.269991E+02
   105   0.287181E+04   0.889623E+00   0.363990E-02  -0.276789E+02
   106   0.290452E+04   0.903788E+00   0.371021E-02  -0.283563E+02
   107   0.293741E+04   0.917703E+00   0.378126E-02  -0.290309E+02
   108   0.297046E+04   0.931347E+00   0.385305E-02  -0.297019E+02
   109   0.300368E+04   0.944712E+00   0.392560E-02  -0.303687E+02
   110   0.303705E+04   0.957774E+00   0.399890E-02  -0.310309E+02
   111   0.307056E+04   0.970526E+00   0.407296E-02  -0.316879E+02
   112   0.310421E+04   0.982960E+00   0.414778E-02  -0.323389E+02
   113   0.313800E+04   0.995053E+00   0.422337E-02  -0.329835E+02
   114   0.317191E+04   0.100679E+01   0.429974E-02  -0.336210E+02
   115   0.320594E+04   0.101817E+01   0.437688E-02  -0.342510E+02
   116   0.324008E+04   0.102918E+01   0.445480E-02  -0.348728E+02
   117   0.327434E+04   0.103980E+01   0.453351E-02  -0.354858E+02
   118   0.330868E+04   0.105002E+01   0.461300E-02  -0.360895E+02
   119   0.334312E+04   0.105983E+01   0.469330E-02  -0.366833E+02
   120   0.337764E+04   0.106922E+01   0.477440E-02  -0.372666E+02
   121   0.341224E+04   0.107818E+01   0.485631E-02  -0.378389E+02
   122   0.344690E+04   0.108670E+01   0.493902E-02  -0.383995E+02
   123   0.348161E+04   0.109478E+01   0.502256E-02  -0.389480E+02
   124   0.351638E+04   0.110239E+01   0.510692E-02  -0.394838E+02
   125   0.355118E+04   0.110953E+01   0.519211E-02  -0.400062E+02
   126   0.358602E+04   0.111620E+01   0.527814E-02  -0.405148E+02
   127   0.362088E+04   0.112239E+01   0.536501E-02  -0.410091E+02
   128   0.365575E+04   0.112808E+01   0.545273E-02  -0.414884E+02
   129   0.369062E+04   0.113328E+01   0.554131E-02  -0.419523E+02
   130   0.372549E+04   0.113797E+01   0.563074E-02  -0.424001E+02
   131   0.376035E+04   0.114215E+01   0.572105E-02  -0.428315E+02
   132   0.379518E+04   0.114583E+01   0.581223E-02  -0.432458E+02
   133   0.382998E+04   0.114898E+01   0.590429E-02  -0.436426E+02
   134   0.386474E+04   0.115162E+01   0.599724E-02  -0.440213E+02
   135   0.389945E+04   0.115373E+01   0.609108E-02  -0.443817E+02
   136   0.393410E+04   0.115533E+01   0.618583E-02  -0.447231E+02
   137   0.396868E+04   0.115640E+01   0.628148E-02  -0.450450E+02
   138   0.400319E+04   0.115695E+01   0.637805E-02  -0.453470E+02
   139   0.403760E+04   0.115698E+01   0.647555E-02  -0.456288E+02
   140   0.407192E+04   0.115649E+01   0.657397E-02  -0.458898E+02
   141   0.410613E+04   0.115549E+01   0.667333E-02  -0.461298E+02
   142   0.414023E+04   0.115397E+01   0.677363E-02  -0.463481E+02
   143   0.417420E+04   0.115194E+01   0.687488E-02  -0.465446E+02
   144   0.420804E+04   0.114940E+01   0.697709E-02  -0.467187E+02
   145   0.424173E+04   0.114636E+01   0.708026E-02  -0.468699E+02
   146   0.427525E+04   0.114282E+01   0.718439E-02  -0.469980E+02
   147   0.430858E+04   0.113879E+01   0.728950E-02  -0.471025E+02
   148   0.434172E+04   0.113429E+01   0.739559E-02  -0.471831E+02
   149   0.437464E+04   0.112930E+01   0.750267E-02  -0.472392E+02
   150   0.440734E+04   0.112385E+01   0.761073E-02  -0.472704E+02
   151   0.443979E+04   0.111794E+01   0.771979E-02  -0.472766E+02
   152   0.447199E+04   0.111158E+01   0.782985E-02  -0.472573E+02
   153   0.450393E+04   0.110479E+01   0.794091E-02  -0.472124E+02
   154   0.453562E+04   0.109758E+01   0.805298E-02  -0.471416E+02
   155   0.456703E+04   0.108995E+01   0.816606E-02  -0.470447E+02
   156   0.459818E+04   0.108193E+01   0.828016E-02  -0.469215E+02
   157   0.462905E+04   0.107352E+01   0.839527E-02  -0.467718E+02
   158   0.465965E+04   0.106474E+01   0.851140E-02  -0.465954E+02
   159   0.468995E+04   0.105561E+01   0.862856E-02  -0.463920E+02
   160   0.471995E+04   0.104615E+01   0.874674E-02  -0.461616E+02
   161   0.474963E+04   0.103636E+01   0.886594E-02  -0.459038E+02
   162   0.477898E+04   0.102627E+01   0.898616E-02  -0.456187E+02
   163   0.480799E+04   0.101591E+01   0.910741E-02  -0.453058E+02
   164   0.483663E+04   0.100527E+01   0.922969E-02  -0.449652E+02
   165   0.486492E+04   0.994390E+00   0.935299E-02  -0.445967E+02
   166   0.489283E+04   0.983284E+00   0.947731E-02  -0.442002E+02
   167   0.492036E+04   0.971978E+00   0.960266E-02  -0.437756E+02
   168   0.494749E+04   0.960495E+00   0.972902E-02  -0.433229E+02
   169   0.497423E+04   0.948858E+00   0.985640E-02  -0.428420E+02
   170   0.500055E+04   0.937083E+00   0.998479E-02  -0.423330E+02
   171   0.502645E+04   0.925203E+00   0.101142E-01  -0.417957E+02
   172   0.505194E+04   0.913239E+00   0.102446E-01  -0.412302E+02
   173   0.507699E+04   0.901215E+00   0.103760E-01  -0.406364E+02
   174   0.510159E+04   0.889156E+00   0.105084E-01  -0.400144E+02
   175   0.512574E+04   0.877098E+00   0.106418E-01  -0.393643E+02
   176   0.514943E+04   0.865059E+00   0.107762E-01  -0.386861E+02
   177   0.517265E+04   0.853078E+00   0.109116E-01  -0.379799E+02
   178   0.519539E+04   0.841177E+00   0.110479E-01  -0.372457E+02
   179   0.521764E+04   0.829382E+00   0.111852E-01  -0.364837E+02
   180   0.523940E+04   0.817730E+00   0.113234E-01  -0.356940E+02
   181   0.526066E+04   0.806253E+00   0.114627E-01  -0.348768E+02
   182   0.528141E+04   0.794983E+00   0.116028E-01  -0.340323E+02
   183   0.530166E+04   0.783943E+00   0.117439E-01  -0.331607E+02
   184   0.532137E+04   0.773173E+00   0.118859E-01  -0.322623E+02
   185   0.534057E+04   0.762710E+00   0.120288E-01  -0.313369E+02
   186   0.535922E+04   0.752579E+00   0.121727E-01  -0.303852E+02
   187   0.537733E+04   0.742813E+00   0.123174E-01  -0.294072E+02
   188   0.539489E+04   0.733451E+00   0.124630E-01  -0.284032E+02
   189   0.541190E+04   0.724528E+00   0.126095E-01  -0.273735E+02
   190   0.542834E+04   0.716079E+00   0.127569E-01  -0.263183E+02
   191   0.544422E+04   0.708137E+00   0.129052E-01  -0.252382E+02
   192   0.545952E+04   0.700740E+00   0.130542E-01  -0.241332E+02
   193   0.547423E+04   0.693921E+00   0.132041E-01  -0.230036E+02
   194   0.548835E+04   0.687719E+00   0.133549E-01  -0.218499E+02
   195   0.550188E+04   0.682169E+00   0.135064E-01  -0.206725E+02
   196   0.551482E+04   0.677310E+00   0.136588E-01  -0.194718E+02
   197   0.552716E+04   0.673180E+00   0.138120E-01  -0.182482E+02
   198   0.553891E+04   0.669817E+00   0.139659E-01  -0.170021E+02
   199   0.555004E+04   0.667256E+00   0.141206E-01  -0.157339E+02
   200   0.556057E+04   0.665536E+00   0.142761E-01  -0.144442E+02
   201   0.557049E+04   0.664695E+00   0.144323E-01  -0.131331E+02
   202   0.557979E+04   0.664767E+00   0.145892E-01  -0.118014E+02
   203   0.558844E+04   0.665786E+00   0.147468E-01  -0.104494E+02
   204   0.559646E+04   0.667786E+00   0.149052E-01  -0.907749E+01
   205   0.560382E+04   0.670801E+00   0.150642E-01  -0.768631E+01
   206   0.561052E+04   0.674865E+00   0.152240E-01  -0.627622E+01
   207   0.561656E+04   0.680012E+00   0.153844E-01  -0.484766E+01
   208   0.562192E+04   0.686276E+00   0.155454E-01  -0.340126E+01
   209   0.562663E+04   0.693691E+00   0.157071E-01  -0.193761E+01
   210   0.563069E+04   0.702290E+00   0.158694E-01  -0.457312E+00
   211   0.563410E+04   0.712110E+00   0.160323E-01   0.103905E+01
   212   0.563687E+04   0.723181E+00   0.161959E-01   0.255086E+01
   213   0.563902E+04   0.735539E+00   0.163600E-01   0.407753E+01
   214   0.564053E+04   0.749218E+00   0.165246E-01   0.561845E+01
   215   0.564143E+04   0.764245E+00   0.166898E-01   0.717300E+01
   216   0.564169E+04   0.780663E+00   0.168556E-01   0.874054E+01
   217   0.564131E+04   0.798499E+00   0.170219E-01   0.103204E+02
   218   0.564030E+04   0.817779E+00   0.171887E-01   0.119120E+02
   219   0.563865E+04   0.838546E+00   0.173559E-01   0.135147E+02
   220   0.563634E+04   0.860825E+00   0.175237E-01   0.151279E+02
   221   0.563340E+04   0.884644E+00   0.176919E-01   0.167508E+02
   222   0.562981E+04   0.910045E+00   0.178605E-01   0.183830E+02
   223   0.562557E+04   0.937047E+00   0.180295E-01   0.200234E+02
   224   0.562070E+04   0.965684E+00   0.181990E-01   0.216717E+02
   225   0.561519E+04   0.995976E+00   0.183688E-01   0.233269E+02
   226   0.560904E+04   0.102796E+01   0.185390E-01   0.249885E+02
   227   0.560225E+04   0.106168E+01   0.187096E-01   0.266557E+02
   228   0.559483E+04   0.109713E+01   0.188804E-01   0.283278E+02
   229   0.558679E+04   0.113436E+01   0.190516E-01   0.300040E+02
   230   0.557812E+04   0.117340E+01   0.192231E-01   0.316837E+02
   231   0.556883E+04   0.121425E+01   0.193949E-01   0.333661E+02
   232   0.555892E+04   0.125695E+01   0.195668E-01   0.350505E+02
   233   0.554840E+04   0.130152E+01   0.197391E-01   0.367360E+02
   234   0.553725E+04   0.134799E+01   0.199115E-01   0.384220E+02
   235   0.552550E+04   0.139639E+01   0.200841E-01   0.401077E+02
   236   0.551314E+04   0.144673E+01   0.202569E-01   0.417924E+02
   237   0.550018E+04   0.149903E+01   0.204298E-01   0.434752E+02
   238   0.548662E+04   0.155331E+01   0.206029E-01   0.451554E+02
   239   0.547247E+04   0.160958E+01   0.207761E-01   0.468323E+02
   240   0.545773E+04   0.166787E+01   0.209493E-01   0.485049E+02
   241   0.544240E+04   0.172821E+01   0.211226E-01   0.501726E+02
   242   0.542650E+04   0.179060E+01   0.212960E-01   0.518346E+02
   243   0.541003E+04   0.185505E+01   0.214694E-01   0.534901E+02
   244   0.539298E+04   0.192159E+01   0.216427E-01   0.551383E+02
   245   0.537538E+04   0.199023E+01   0.218161E-01   0.567785E+02
   246   0.535723E+04   0.206096E+01   0.219894E-01   0.584100E+02
   247   0.533852E+04   0.213382E+01   0.221626E-01   0.600319E+02
   248   0.531929E+04   0.220882E+01   0.223358E-01   0.616435E+02
   249   0.529952E+04   0.228595E+01   0.225088E-01   0.632440E+02
   250   0.527923E+04   0.236524E+01   0.226817E-01   0.648327E+02
   251   0.525841E+04   0.244667E+01   0.228545E-01   0.664087E+02
   252   0.523708E+04   0.253026E+01   0.230271E-01   0.679712E+02
   253   0.521522E+04   0.261600E+01   0.231995E-01   0.695195E+02
   254   0.519286E+04   0.270390E+01   0.233717E-01   0.710528E+02
   255   0.516999E+04   0.279394E+01   0.235437E-01   0.725704E+02
   256   0.514662E+04   0.288613E+01   0.237154E-01   0.740717E+02
   257   0.512276E+04   0.298047E+01   0.238868E-01   0.755559E+02
   258   0.509842E+04   0.307695E+01   0.240580E-01   0.770222E+02
   259   0.507362E+04   0.317556E+01   0.242289E-01   0.784711E+02
   260   0.504837E+04   0.327629E+01   0.243995E-01   0.799003E+02
   261   0.502268E+04   0.337914E+01   0.245697E-01   0.813106E+02
   262   0.499658E+04   0.348410E+01   0.247396E-01   0.827006E+02
   263   0.497006E+04   0.359117E+01   0.249091E-01   0.840704E+02
   264   0.494314E+04   0.370032E+01   0.250782E-01   0.854186E+02
   265   0.491582E+04   0.381155E+01   0.252470E-01   0.867458E+02
   266   0.488811E+04   0.392482E+01   0.254153E-01   0.880500E+02
   267   0.486002E+04   0.404013E+01   0.255832E-01   0.893304E+02
   268   0.483155E+04   0.415746E+01   0.257507E-01   0.905878E+02
   269   0.480271E+04   0.427678E+01   0.259177E-01   0.918201E+02
   270   0.477351E+04   0.439809E+01   0.260842E-01   0.930280E+02
   271   0.474396E+04   0.452135E+01   0.262503E-01   0.942094E+02
   272   0.471407E+04   0.464655E+01   0.264159E-01   0.953650E+02
   273   0.468386E+04   0.477364E+01   0.265810E-01   0.964935E+02
   274   0.465332E+04   0.490262E+01   0.267456E-01   0.975955E+02
   275   0.462247E+04   0.503346E+01   0.269096E-01   0.986690E+02
   276   0.459134E+04   0.516612E+01   0.270732E-01   0.997148E+02
   277   0.455992E+04   0.530058E+01   0.272362E-01   0.100731E+03
   278   0.452823E+04   0.543681E+01   0.273987E-01   0.101718E+03
   279   0.449628E+04   0.557478E+01   0.275606E-01   0.102675E+03
   280   0.446408E+04   0.571443E+01   0.277220E-01   0.103602E+03
   281   0.443164E+04   0.585575E+01   0.278828E-01   0.104499E+03
   282   0.439898E+04   0.599869E+01   0.280430E-01   0.105364E+03
   283   0.436610E+04   0.614322E+01   0.282027E-01   0.106197E+03
   284   0.433301E+04   0.628930E+01   0.283618E-01   0.106998E+03
   285   0.429973E+04   0.643690E+01   0.285203E-01   0.107767E+03
   286   0.426625E+04   0.658596E+01   0.286782E-01   0.108502E+03
   287   0.423262E+04   0.673644E+01   0.288355E-01   0.109205E+03
   288   0.419883E+04   0.688831E+01   0.289922E-01   0.109873E+03
   289   0.416488E+04   0.704151E+01   0.291484E-01   0.110508E+03
   290   0.413080E+04   0.719600E+01   0.293039E-01   0.111108E+03
   291   0.409660E+04   0.735176E+01   0.294588E-01   0.111673E+03
   292   0.406227E+04   0.750863E+01   0.296131E-01   0.112203E+03
   293   0.402784E+04   0.766670E+01   0.297668E-01   0.112698E+03
   294   0.399333E+04   0.782588E+01   0.299199E-01   0.113157E+03
   295   0.395872E+04   0.798601E+01   0.300723E-01   0.113580E+03
   296   0.392404E+04   0.814717E+01   0.302242E-01   0.113966E+03
   297   0.388929E+04   0.830919E+01   0.303754E-01   0.114315E+03
   298   0.385449E+04   0.847207E+01   0.305260E-01   0.114626E+03
   299   0.381965E+04   0.863574E+01   0.306760E-01   0.114901E+03
   300   0.378478E+04   0.880010E+01   0.308254E-01   0.115138E+03
   301   0.374989E+04   0.896524E+01   0.309742E-01   0.115337E+03
   302   0.371500E+04   0.913092E+01   0.311224E-01   0.115498E+03
   303   0.368012E+04   0.929722E+01   0.312699E-01   0.115622E+03
   304   0.364526E+04   0.946408E+01   0.314168E-01   0.115709E+03
   305   0.361043E+04   0.963140E+01   0.315632E-01   0.115758E+03
   306   0.357563E+04   0.979921E+01   0.317089E-01   0.115769E+03
   307   0.354089E+04   0.996735E+01   0.318540E-01   0.115742E+03
   308   0.350622E+04   0.101358E+02   0.319985E-01   0.115678E+03
   309   0.347161E+04   0.103045E+02   0.321424E-01   0.115576E+03
   310   0.343707E+04   0.104734E+02   0.322858E-01   0.115437E+03
   311   0.340263E+04   0.106424E+02   0.324285E-01   0.115259E+03
   312   0.336828E+04   0.108115E+02   0.325706E-01   0.115043E+03
   313   0.333405E+04   0.109806E+02   0.327122E-01   0.114790E+03
   314   0.329993E+04   0.111496E+02   0.328532E-01   0.114499E+03
   315   0.326594E+04   0.113184E+02   0.329936E-01   0.114171E+03
   316   0.323208E+04   0.114871E+02   0.331335E-01   0.113805E+03
   317   0.319837E+04   0.116555E+02   0.332728E-01   0.113402E+03
   318   0.316483E+04   0.118235E+02   0.334116E-01   0.112963E+03
   319   0.313145E+04   0.119912E+02   0.335498E-01   0.112485E+03
   320   0.309823E+04   0.121585E+02   0.336875E-01   0.111972E+03
   321   0.306522E+04   0.123252E+02   0.338247E-01   0.111422E+03
   322   0.303239E+04   0.124913E+02   0.339614E-01   0.110836E+03
   323   0.299977E+04   0.126568E+02   0.340976E-01   0.110213E+03
   324   0.296735E+04   0.128214E+02   0.342333E-01   0.109556E+03
   325   0.293516E+04   0.129853E+02   0.343685E-01   0.108862E+03
   326   0.290320E+04   0.131484E+02   0.345033E-01   0.108134E+03
   327   0.287148E+04   0.133105E+02   0.346376E-01   0.107370E+03
   328   0.284000E+04   0.134716E+02   0.347715E-01   0.106571E+03
   329   0.280878E+04   0.136316E+02   0.349049E-01   0.105739E+03
   330   0.277783E+04   0.137904E+02   0.350379E-01   0.104873E+03
   331   0.274714E+04   0.139481E+02   0.351706E-01   0.103973E+03
   332   0.271674E+04   0.141044E+02   0.353029E-01   0.103039E+03
   333   0.268662E+04   0.142594E+02   0.354348E-01   0.102074E+03
   334   0.265680E+04   0.144129E+02   0.355664E-01   0.101075E+03
   335   0.262728E+04   0.145649E+02   0.356976E-01   0.100045E+03
   336   0.259808E+04   0.147153E+02   0.358286E-01   0.989835E+02
   337   0.256919E+04   0.148641E+02   0.359592E-01   0.978917E+02
   338   0.254063E+04   0.150112E+02   0.360896E-01   0.967692E+02
   339   0.251241E+04   0.151566E+02   0.362197E-01   0.956175E+02
   340   0.248453E+04   0.153002E+02   0.363496E-01   0.944368E+02
   341   0.245700E+04   0.154417E+02   0.364793E-01   0.932271E+02
   342   0.242982E+04   0.155813E+02   0.366088E-01   0.919886E+02
   343   0.240300E+04   0.157189E+02   0.367382E-01   0.907229E+02
   344   0.237653E+04   0.158542E+02   0.368673E-01   0.894293E+02
   345   0.235043E+04   0.159873E+02   0.369964E-01   0.881086E+02
   346   0.232471E+04   0.161181E+02   0.371254E-01   0.867610E+02
   347   0.229935E+04   0.162466E+02   0.372542E-01   0.853873E+02
   348   0.227437E+04   0.163724E+02   0.373830E-01   0.839875E+02
   349   0.224979E+04   0.164959E+02   0.375118E-01   0.825641E+02
   350   0.222560E+04   0.166168E+02   0.376406E-01   0.811164E+02
   351   0.220182E+04   0.167351E+02   0.377694E-01   0.796459E+02
   352   0.217844E+04   0.168508E+02   0.378982E-01   0.781535E+02
   353   0.215548E+04   0.169639E+02   0.380270E-01   0.766391E+02
   354   0.213294E+04   0.170742E+02   0.381559E-01   0.751050E+02
   355   0.211083E+04   0.171818E+02   0.382850E-01   0.735504E+02
   356   0.208914E+04   0.172866E+02   0.384141E-01   0.719763E+02
   357   0.206787E+04   0.173886E+02   0.385434E-01   0.703832E+02
   358   0.204705E+04   0.174877E+02   0.386729E-01   0.687720E+02
   359   0.202665E+04   0.175838E+02   0.388025E-01   0.671427E+02
   360   0.200668E+04   0.176769E+02   0.389324E-01   0.654968E+02
   361   0.198715E+04   0.177669E+02   0.390625E-01   0.638333E+02
   362   0.196806E+04   0.178537E+02   0.391929E-01   0.621540E+02
   363   0.194941E+04   0.179374E+02   0.393235E-01   0.604596E+02
   364   0.193120E+04   0.180180E+02   0.394544E-01   0.587508E+02
   365   0.191344E+04   0.180953E+02   0.395857E-01   0.570284E+02
   366   0.189613E+04   0.181694E+02   0.397173E-01   0.552932E+02
   367   0.187926E+04   0.182401E+02   0.398493E-01   0.535459E+02
   368   0.186284E+04   0.183075E+02   0.399816E-01   0.517874E+02
   369   0.184688E+04   0.183717E+02   0.401143E-01   0.500185E+02
   370   0.183137E+04   0.184324E+02   0.402475E-01   0.482399E+02
   371   0.181631E+04   0.184898E+02   0.403811E-01   0.464525E+02
   372   0.180170E+04   0.185436E+02   0.405152E-01   0.446569E+02
   373   0.178755E+04   0.185941E+02   0.406498E-01   0.428540E+02
   374   0.177385E+04   0.186411E+02   0.407848E-01   0.410447E+02
   375   0.176060E+04   0.186846E+02   0.409204E-01   0.392295E+02
   376   0.174780E+04   0.187246E+02   0.410565E-01   0.374093E+02
   377   0.173546E+04   0.187610E+02   0.411932E-01   0.355849E+02
   378   0.172356E+04   0.187938E+02   0.413304E-01   0.337569E+02
   379   0.171211E+04   0.188230E+02   0.414682E-01   0.319263E+02
   380   0.170113E+04   0.188485E+02   0.416066E-01   0.300937E+02
   381   0.169058E+04   0.188704E+02   0.417457E-01   0.282599E+02
   382   0.168049E+04   0.188885E+02   0.418854E-01   0.264257E+02
   383   0.167085E+04   0.189030E+02   0.420257E-01   0.245919E+02
   384   0.166165E+04   0.189138E+02   0.421667E-01   0.227594E+02
   385   0.165290E+04   0.189208E+02   0.423084E-01   0.209289E+02
   386   0.164458E+04   0.189243E+02   0.424508E-01   0.191016E+02
   387   0.163672E+04   0.189241E+02   0.425939E-01   0.172780E+02
   388   0.162928E+04   0.189203E+02   0.427377E-01   0.154591E+02
   389   0.162228E+04   0.189128E+02   0.428823E-01   0.136458E+02
   390   0.161571E+04   0.189017E+02   0.430276E-01   0.118388E+02
   391   0.160957E+04   0.188871E+02   0.431737E-01   0.100390E+02
   392   0.160385E+04   0.188687E+02   0.433205E-01   0.824719E+01
   393   0.159856E+04   0.188468E+02   0.434682E-01   0.646418E+01
   394   0.159368E+04   0.188213E+02   0.436167E-01   0.469068E+01
   395   0.158921E+04   0.187920E+02   0.437660E-01   0.292761E+01
   396   0.158516E+04   0.187593E+02   0.439161E-01   0.117570E+01
