#    L    TT             EE             BB             TE          
  1174   0.101098E+04   0.173773E+02   0.102272E+00   0.614608E+01
  1175   0.100666E+04   0.175467E+02   0.102210E+00   0.640329E+01
  1176   0.100233E+04   0.177177E+02   0.102148E+00   0.664397E+01
  1177   0.997981E+03   0.178903E+02   0.102085E+00   0.686807E+01
  1178   0.993616E+03   0.180646E+02   0.102020E+00   0.707555E+01
  1179   0.989246E+03   0.182402E+02   0.101955E+00   0.726635E+01
  1180   0.984863E+03   0.184173E+02   0.101890E+00   0.744043E+01
  1181   0.980469E+03   0.185955E+02   0.101823E+00   0.759775E+01
  1182   0.976069E+03   0.187750E+02   0.101756E+00   0.773832E+01
  1183   0.971665E+03   0.189555E+02   0.101688E+00   0.786210E+01
  1184   0.967257E+03   0.191370E+02   0.101619E+00   0.796907E+01
  1185   0.962844E+03   0.193193E+02   0.101549E+00   0.805920E+01
  1186   0.958428E+03   0.195024E+02   0.101479E+00   0.813248E+01
  1187   0.954016E+03   0.196862E+02   0.101408E+00   0.818889E+01
  1188   0.949608E+03   0.198705E+02   0.101337E+00   0.822847E+01
  1189   0.945204E+03   0.200553E+02   0.101264E+00   0.825125E+01
  1190   0.940797E+03   0.202404E+02   0.101192E+00   0.825728E+01
  1191   0.936409E+03   0.204258E+02   0.101118E+00   0.824661E+01
  1192   0.932027E+03   0.206112E+02   0.101044E+00   0.821925E+01
  1193   0.927657E+03   0.207968E+02   0.100970E+00   0.817528E+01
  1194   0.923307E+03   0.209821E+02   0.100895E+00   0.811472E+01
  1195   0.918970E+03   0.211673E+02   0.100819E+00   0.803764E+01
  1196   0.914646E+03   0.213522E+02   0.100743E+00   0.794415E+01
  1197   0.910343E+03   0.215366E+02   0.100667E+00   0.783430E+01
  1198   0.906068E+03   0.217204E+02   0.100590E+00   0.770821E+01
  1199   0.901814E+03   0.219036E+02   0.100513E+00   0.756587E+01
  1200   0.897582E+03   0.220860E+02   0.100435E+00   0.740751E+01
  1201   0.893379E+03   0.222676E+02   0.100357E+00   0.723305E+01
  1202   0.889204E+03   0.224481E+02   0.100279E+00   0.704278E+01
  1203   0.885056E+03   0.226276E+02   0.100200E+00   0.683670E+01
  1204   0.880942E+03   0.228061E+02   0.100121E+00   0.661500E+01
  1205   0.876854E+03   0.229834E+02   0.100041E+00   0.637777E+01
  1206   0.872798E+03   0.231597E+02   0.999617E-01   0.612519E+01
  1207   0.868774E+03   0.233345E+02   0.998818E-01   0.585740E+01
  1208   0.864787E+03   0.235082E+02   0.998016E-01   0.557445E+01
  1209   0.860838E+03   0.236805E+02   0.997213E-01   0.527663E+01
  1210   0.856917E+03   0.238514E+02   0.996408E-01   0.496399E+01
  1211   0.853032E+03   0.240208E+02   0.995601E-01   0.463687E+01
  1212   0.849189E+03   0.241887E+02   0.994792E-01   0.429540E+01
  1213   0.845379E+03   0.243551E+02   0.993983E-01   0.393970E+01
  1214   0.841610E+03   0.245199E+02   0.993172E-01   0.356997E+01
  1215   0.837888E+03   0.246829E+02   0.992360E-01   0.318647E+01
  1216   0.834197E+03   0.248442E+02   0.991548E-01   0.278934E+01
  1217   0.830552E+03   0.250036E+02   0.990735E-01   0.237882E+01
  1218   0.826951E+03   0.251612E+02   0.989922E-01   0.195512E+01
  1219   0.823393E+03   0.253168E+02   0.989109E-01   0.151835E+01
  1220   0.819872E+03   0.254704E+02   0.988297E-01   0.106891E+01
  1221   0.816407E+03   0.256219E+02   0.987484E-01   0.606783E+00
  1222   0.812975E+03   0.257713E+02   0.986672E-01   0.132366E+00
  1223   0.809599E+03   0.259185E+02   0.985861E-01  -0.354080E+00
  1224   0.806263E+03   0.260635E+02   0.985051E-01  -0.852371E+00
  1225   0.802981E+03   0.262061E+02   0.984242E-01  -0.136203E+01
  1226   0.799744E+03   0.263464E+02   0.983435E-01  -0.188287E+01
  1227   0.796559E+03   0.264842E+02   0.982629E-01  -0.241464E+01
  1228   0.793425E+03   0.266195E+02   0.981825E-01  -0.295687E+01
  1229   0.790349E+03   0.267524E+02   0.981022E-01  -0.350937E+01
  1230   0.787323E+03   0.268826E+02   0.980222E-01  -0.407182E+01
  1231   0.784346E+03   0.270102E+02   0.979424E-01  -0.464398E+01
  1232   0.781425E+03   0.271352E+02   0.978629E-01  -0.522536E+01
  1233   0.778566E+03   0.272572E+02   0.977836E-01  -0.581588E+01
  1234   0.775754E+03   0.273764E+02   0.977047E-01  -0.641505E+01
  1235   0.773002E+03   0.274928E+02   0.976260E-01  -0.702272E+01
  1236   0.770303E+03   0.276062E+02   0.975477E-01  -0.763848E+01
  1237   0.767664E+03   0.277165E+02   0.974697E-01  -0.826201E+01
  1238   0.765083E+03   0.278238E+02   0.973920E-01  -0.889294E+01
  1239   0.762559E+03   0.279279E+02   0.973148E-01  -0.953092E+01
  1240   0.760093E+03   0.280287E+02   0.972379E-01  -0.101756E+02
  1241   0.757691E+03   0.281264E+02   0.971615E-01  -0.108265E+02
  1242   0.755351E+03   0.282207E+02   0.970854E-01  -0.114834E+02
  1243   0.753067E+03   0.283117E+02   0.970098E-01  -0.121458E+02
  1244   0.750844E+03   0.283992E+02   0.969347E-01  -0.128136E+02
  1245   0.748682E+03   0.284832E+02   0.968601E-01  -0.134860E+02
  1246   0.746588E+03   0.285637E+02   0.967859E-01  -0.141629E+02
  1247   0.744553E+03   0.286406E+02   0.967123E-01  -0.148438E+02
  1248   0.742584E+03   0.287138E+02   0.966391E-01  -0.155284E+02
  1249   0.740673E+03   0.287833E+02   0.965665E-01  -0.162162E+02
  1250   0.738835E+03   0.288489E+02   0.964945E-01  -0.169069E+02
  1251   0.737053E+03   0.289109E+02   0.964230E-01  -0.176000E+02
  1252   0.735335E+03   0.289690E+02   0.963521E-01  -0.182953E+02
  1253   0.733686E+03   0.290232E+02   0.962818E-01  -0.189924E+02
  1254   0.732098E+03   0.290737E+02   0.962120E-01  -0.196913E+02
  1255   0.730577E+03   0.291204E+02   0.961429E-01  -0.203915E+02
  1256   0.729122E+03   0.291632E+02   0.960744E-01  -0.210930E+02
  1257   0.727733E+03   0.292022E+02   0.960066E-01  -0.217953E+02
  1258   0.726408E+03   0.292375E+02   0.959394E-01  -0.224984E+02
  1259   0.725138E+03   0.292689E+02   0.958728E-01  -0.232019E+02
  1260   0.723945E+03   0.292966E+02   0.958070E-01  -0.239056E+02
  1261   0.722806E+03   0.293205E+02   0.957418E-01  -0.246093E+02
  1262   0.721735E+03   0.293404E+02   0.956772E-01  -0.253127E+02
  1263   0.720730E+03   0.293566E+02   0.956134E-01  -0.260155E+02
  1264   0.719782E+03   0.293690E+02   0.955503E-01  -0.267177E+02
  1265   0.718900E+03   0.293775E+02   0.954879E-01  -0.274187E+02
  1266   0.718073E+03   0.293823E+02   0.954262E-01  -0.281185E+02
  1267   0.717316E+03   0.293832E+02   0.953652E-01  -0.288166E+02
  1268   0.716620E+03   0.293804E+02   0.953050E-01  -0.295129E+02
  1269   0.715985E+03   0.293738E+02   0.952455E-01  -0.302069E+02
  1270   0.715410E+03   0.293635E+02   0.951867E-01  -0.308986E+02
  1271   0.714892E+03   0.293494E+02   0.951287E-01  -0.315874E+02
  1272   0.714440E+03   0.293316E+02   0.950714E-01  -0.322734E+02
  1273   0.714045E+03   0.293100E+02   0.950149E-01  -0.329559E+02
  1274   0.713704E+03   0.292848E+02   0.949592E-01  -0.336349E+02
  1275   0.713425E+03   0.292559E+02   0.949042E-01  -0.343099E+02
  1276   0.713204E+03   0.292234E+02   0.948500E-01  -0.349808E+02
  1277   0.713040E+03   0.291872E+02   0.947966E-01  -0.356472E+02
  1278   0.712933E+03   0.291475E+02   0.947439E-01  -0.363087E+02
  1279   0.712881E+03   0.291040E+02   0.946920E-01  -0.369653E+02
  1280   0.712885E+03   0.290571E+02   0.946408E-01  -0.376165E+02
  1281   0.712943E+03   0.290065E+02   0.945905E-01  -0.382620E+02
  1282   0.713054E+03   0.289525E+02   0.945409E-01  -0.389016E+02
  1283   0.713218E+03   0.288949E+02   0.944921E-01  -0.395349E+02
  1284   0.713433E+03   0.288338E+02   0.944441E-01  -0.401616E+02
  1285   0.713700E+03   0.287692E+02   0.943968E-01  -0.407815E+02
  1286   0.714018E+03   0.287011E+02   0.943503E-01  -0.413942E+02
  1287   0.714384E+03   0.286297E+02   0.943046E-01  -0.419994E+02
  1288   0.714799E+03   0.285549E+02   0.942597E-01  -0.425968E+02
  1289   0.715262E+03   0.284768E+02   0.942155E-01  -0.431860E+02
  1290   0.715772E+03   0.283955E+02   0.941721E-01  -0.437669E+02
  1291   0.716328E+03   0.283109E+02   0.941295E-01  -0.443389E+02
  1292   0.716928E+03   0.282232E+02   0.940876E-01  -0.449020E+02
  1293   0.717573E+03   0.281324E+02   0.940465E-01  -0.454555E+02
  1294   0.718261E+03   0.280385E+02   0.940061E-01  -0.459995E+02
  1295   0.718990E+03   0.279416E+02   0.939665E-01  -0.465335E+02
  1296   0.719761E+03   0.278417E+02   0.939276E-01  -0.470571E+02
  1297   0.720570E+03   0.277388E+02   0.938895E-01  -0.475702E+02
  1298   0.721418E+03   0.276331E+02   0.938521E-01  -0.480724E+02
  1299   0.722303E+03   0.275244E+02   0.938154E-01  -0.485635E+02
  1300   0.723224E+03   0.274130E+02   0.937794E-01  -0.490430E+02
  1301   0.724180E+03   0.272987E+02   0.937442E-01  -0.495108E+02
  1302   0.725170E+03   0.271819E+02   0.937097E-01  -0.499666E+02
  1303   0.726193E+03   0.270623E+02   0.936758E-01  -0.504106E+02
  1304   0.727248E+03   0.269401E+02   0.936427E-01  -0.508424E+02
  1305   0.728337E+03   0.268153E+02   0.936103E-01  -0.512622E+02
  1306   0.729455E+03   0.266881E+02   0.935785E-01  -0.516696E+02
  1307   0.730604E+03   0.265583E+02   0.935475E-01  -0.520647E+02
  1308   0.731783E+03   0.264261E+02   0.935171E-01  -0.524474E+02
  1309   0.732990E+03   0.262914E+02   0.934873E-01  -0.528176E+02
  1310   0.734224E+03   0.261544E+02   0.934582E-01  -0.531751E+02
  1311   0.735486E+03   0.260151E+02   0.934298E-01  -0.535199E+02
  1312   0.736773E+03   0.258734E+02   0.934020E-01  -0.538520E+02
  1313   0.738085E+03   0.257295E+02   0.933748E-01  -0.541711E+02
  1314   0.739421E+03   0.255834E+02   0.933482E-01  -0.544773E+02
  1315   0.740779E+03   0.254352E+02   0.933222E-01  -0.547704E+02
  1316   0.742160E+03   0.252850E+02   0.932968E-01  -0.550505E+02
  1317   0.743561E+03   0.251328E+02   0.932720E-01  -0.553175E+02
  1318   0.744983E+03   0.249786E+02   0.932478E-01  -0.555713E+02
  1319   0.746423E+03   0.248228E+02   0.932241E-01  -0.558118E+02
  1320   0.747881E+03   0.246651E+02   0.932010E-01  -0.560391E+02
  1321   0.749356E+03   0.245057E+02   0.931785E-01  -0.562529E+02
  1322   0.750847E+03   0.243447E+02   0.931564E-01  -0.564533E+02
  1323   0.752352E+03   0.241821E+02   0.931349E-01  -0.566403E+02
  1324   0.753871E+03   0.240181E+02   0.931138E-01  -0.568137E+02
  1325   0.755402E+03   0.238526E+02   0.930933E-01  -0.569736E+02
  1326   0.756943E+03   0.236856E+02   0.930732E-01  -0.571199E+02
  1327   0.758495E+03   0.235174E+02   0.930536E-01  -0.572526E+02
  1328   0.760055E+03   0.233479E+02   0.930344E-01  -0.573715E+02
  1329   0.761621E+03   0.231772E+02   0.930157E-01  -0.574767E+02
  1330   0.763195E+03   0.230055E+02   0.929974E-01  -0.575683E+02
  1331   0.764773E+03   0.228327E+02   0.929795E-01  -0.576462E+02
  1332   0.766353E+03   0.226589E+02   0.929620E-01  -0.577103E+02
  1333   0.767937E+03   0.224843E+02   0.929449E-01  -0.577607E+02
  1334   0.769521E+03   0.223089E+02   0.929281E-01  -0.577973E+02
  1335   0.771104E+03   0.221328E+02   0.929117E-01  -0.578200E+02
  1336   0.772686E+03   0.219561E+02   0.928956E-01  -0.578291E+02
  1337   0.774265E+03   0.217788E+02   0.928798E-01  -0.578244E+02
  1338   0.775840E+03   0.216011E+02   0.928644E-01  -0.578061E+02
  1339   0.777408E+03   0.214229E+02   0.928492E-01  -0.577739E+02
  1340   0.778969E+03   0.212445E+02   0.928343E-01  -0.577281E+02
  1341   0.780521E+03   0.210658E+02   0.928196E-01  -0.576686E+02
  1342   0.782063E+03   0.208871E+02   0.928052E-01  -0.575954E+02
  1343   0.783594E+03   0.207083E+02   0.927910E-01  -0.575086E+02
  1344   0.785111E+03   0.205295E+02   0.927770E-01  -0.574082E+02
  1345   0.786615E+03   0.203508E+02   0.927632E-01  -0.572942E+02
  1346   0.788102E+03   0.201723E+02   0.927496E-01  -0.571667E+02
  1347   0.789571E+03   0.199941E+02   0.927361E-01  -0.570257E+02
  1348   0.791022E+03   0.198162E+02   0.927228E-01  -0.568712E+02
  1349   0.792452E+03   0.196388E+02   0.927095E-01  -0.567032E+02
  1350   0.793860E+03   0.194620E+02   0.926964E-01  -0.565220E+02
  1351   0.795245E+03   0.192859E+02   0.926834E-01  -0.563277E+02
  1352   0.796606E+03   0.191105E+02   0.926704E-01  -0.561203E+02
  1353   0.797945E+03   0.189357E+02   0.926575E-01  -0.559000E+02
  1354   0.799253E+03   0.187620E+02   0.926446E-01  -0.556669E+02
  1355   0.800542E+03   0.185890E+02   0.926318E-01  -0.554210E+02
  1356   0.801804E+03   0.184170E+02   0.926189E-01  -0.551625E+02
  1357   0.803041E+03   0.182460E+02   0.926061E-01  -0.548916E+02
  1358   0.804253E+03   0.180759E+02   0.925932E-01  -0.546083E+02
  1359   0.805433E+03   0.179069E+02   0.925802E-01  -0.543127E+02
  1360   0.806583E+03   0.177390E+02   0.925672E-01  -0.540050E+02
  1361   0.807702E+03   0.175722E+02   0.925541E-01  -0.536852E+02
  1362   0.808799E+03   0.174065E+02   0.925409E-01  -0.533536E+02
  1363   0.809860E+03   0.172421E+02   0.925276E-01  -0.530101E+02
  1364   0.810893E+03   0.170788E+02   0.925142E-01  -0.526551E+02
  1365   0.811899E+03   0.169169E+02   0.925006E-01  -0.522886E+02
  1366   0.812863E+03   0.167563E+02   0.924869E-01  -0.519109E+02
  1367   0.813800E+03   0.165971E+02   0.924730E-01  -0.515220E+02
  1368   0.814705E+03   0.164392E+02   0.924589E-01  -0.511221E+02
  1369   0.815571E+03   0.162829E+02   0.924446E-01  -0.507114E+02
  1370   0.816412E+03   0.161282E+02   0.924300E-01  -0.502902E+02
  1371   0.817207E+03   0.159749E+02   0.924152E-01  -0.498586E+02
  1372   0.817973E+03   0.158234E+02   0.924002E-01  -0.494167E+02
  1373   0.818701E+03   0.156735E+02   0.923849E-01  -0.489649E+02
  1374   0.819393E+03   0.155253E+02   0.923693E-01  -0.485033E+02
  1375   0.820042E+03   0.153789E+02   0.923534E-01  -0.480322E+02
  1376   0.820656E+03   0.152344E+02   0.923372E-01  -0.475516E+02
  1377   0.821236E+03   0.150917E+02   0.923207E-01  -0.470619E+02
  1378   0.821774E+03   0.149510E+02   0.923038E-01  -0.465632E+02
  1379   0.822272E+03   0.148122E+02   0.922866E-01  -0.460559E+02
  1380   0.822723E+03   0.146754E+02   0.922690E-01  -0.455398E+02
  1381   0.823141E+03   0.145406E+02   0.922510E-01  -0.450156E+02
  1382   0.823514E+03   0.144080E+02   0.922327E-01  -0.444831E+02
  1383   0.823841E+03   0.142774E+02   0.922139E-01  -0.439427E+02
  1384   0.824123E+03   0.141490E+02   0.921947E-01  -0.433947E+02
  1385   0.824368E+03   0.140229E+02   0.921751E-01  -0.428393E+02
  1386   0.824570E+03   0.138990E+02   0.921550E-01  -0.422769E+02
  1387   0.824721E+03   0.137775E+02   0.921345E-01  -0.417078E+02
  1388   0.824829E+03   0.136584E+02   0.921135E-01  -0.411322E+02
  1389   0.824889E+03   0.135417E+02   0.920920E-01  -0.405505E+02
  1390   0.824907E+03   0.134276E+02   0.920700E-01  -0.399630E+02
  1391   0.824876E+03   0.133160E+02   0.920475E-01  -0.393699E+02
  1392   0.824798E+03   0.132070E+02   0.920245E-01  -0.387716E+02
  1393   0.824681E+03   0.131006E+02   0.920010E-01  -0.381682E+02
  1394   0.824509E+03   0.129969E+02   0.919769E-01  -0.375602E+02
  1395   0.824284E+03   0.128959E+02   0.919523E-01  -0.369477E+02
  1396   0.824014E+03   0.127977E+02   0.919271E-01  -0.363310E+02
  1397   0.823699E+03   0.127022E+02   0.919014E-01  -0.357106E+02
  1398   0.823324E+03   0.126096E+02   0.918751E-01  -0.350865E+02
  1399   0.822906E+03   0.125199E+02   0.918481E-01  -0.344592E+02
  1400   0.822430E+03   0.124330E+02   0.918206E-01  -0.338291E+02
  1401   0.821912E+03   0.123492E+02   0.917925E-01  -0.331965E+02
  1402   0.821336E+03   0.122683E+02   0.917638E-01  -0.325615E+02
  1403   0.820712E+03   0.121903E+02   0.917344E-01  -0.319244E+02
  1404   0.820041E+03   0.121154E+02   0.917044E-01  -0.312852E+02
  1405   0.819316E+03   0.120434E+02   0.916738E-01  -0.306441E+02
  1406   0.818538E+03   0.119745E+02   0.916425E-01  -0.300013E+02
  1407   0.817707E+03   0.119084E+02   0.916105E-01  -0.293570E+02
  1408   0.816833E+03   0.118454E+02   0.915779E-01  -0.287113E+02
  1409   0.815901E+03   0.117853E+02   0.915446E-01  -0.280643E+02
  1410   0.814926E+03   0.117282E+02   0.915106E-01  -0.274163E+02
  1411   0.813896E+03   0.116741E+02   0.914759E-01  -0.267674E+02
  1412   0.812817E+03   0.116230E+02   0.914405E-01  -0.261179E+02
  1413   0.811684E+03   0.115748E+02   0.914045E-01  -0.254679E+02
  1414   0.810505E+03   0.115296E+02   0.913677E-01  -0.248177E+02
  1415   0.809273E+03   0.114874E+02   0.913302E-01  -0.241675E+02
  1416   0.807997E+03   0.114482E+02   0.912919E-01  -0.235175E+02
  1417   0.806669E+03   0.114119E+02   0.912530E-01  -0.228679E+02
  1418   0.805299E+03   0.113786E+02   0.912133E-01  -0.222191E+02
  1419   0.803879E+03   0.113483E+02   0.911729E-01  -0.215710E+02
  1420   0.802410E+03   0.113209E+02   0.911317E-01  -0.209242E+02
  1421   0.800893E+03   0.112965E+02   0.910898E-01  -0.202787E+02
  1422   0.799330E+03   0.112750E+02   0.910472E-01  -0.196346E+02
  1423   0.797727E+03   0.112564E+02   0.910038E-01  -0.189923E+02
  1424   0.796072E+03   0.112408E+02   0.909596E-01  -0.183519E+02
  1425   0.794372E+03   0.112280E+02   0.909147E-01  -0.177137E+02
  1426   0.792628E+03   0.112181E+02   0.908690E-01  -0.170780E+02
  1427   0.790833E+03   0.112111E+02   0.908226E-01  -0.164448E+02
  1428   0.788996E+03   0.112069E+02   0.907754E-01  -0.158144E+02
  1429   0.787118E+03   0.112056E+02   0.907274E-01  -0.151873E+02
  1430   0.785198E+03   0.112070E+02   0.906787E-01  -0.145633E+02
  1431   0.783231E+03   0.112113E+02   0.906292E-01  -0.139430E+02
  1432   0.781225E+03   0.112184E+02   0.905789E-01  -0.133265E+02
  1433   0.779173E+03   0.112282E+02   0.905278E-01  -0.127140E+02
  1434   0.777083E+03   0.112407E+02   0.904760E-01  -0.121057E+02
  1435   0.774948E+03   0.112559E+02   0.904234E-01  -0.115021E+02
  1436   0.772777E+03   0.112739E+02   0.903701E-01  -0.109032E+02
  1437   0.770563E+03   0.112944E+02   0.903160E-01  -0.103093E+02
  1438   0.768306E+03   0.113176E+02   0.902611E-01  -0.972070E+01
  1439   0.766015E+03   0.113435E+02   0.902055E-01  -0.913766E+01
  1440   0.763691E+03   0.113719E+02   0.901491E-01  -0.856032E+01
  1441   0.761327E+03   0.114028E+02   0.900919E-01  -0.798902E+01
  1442   0.758922E+03   0.114362E+02   0.900340E-01  -0.742393E+01
  1443   0.756480E+03   0.114721E+02   0.899754E-01  -0.686532E+01
  1444   0.754006E+03   0.115104E+02   0.899160E-01  -0.631351E+01
  1445   0.751495E+03   0.115512E+02   0.898559E-01  -0.576863E+01
  1446   0.748947E+03   0.115943E+02   0.897950E-01  -0.523093E+01
  1447   0.746370E+03   0.116398E+02   0.897334E-01  -0.470081E+01
  1448   0.743758E+03   0.116875E+02   0.896711E-01  -0.417833E+01
  1449   0.741111E+03   0.117375E+02   0.896080E-01  -0.366396E+01
  1450   0.738438E+03   0.117898E+02   0.895442E-01  -0.315782E+01
  1451   0.735739E+03   0.118442E+02   0.894798E-01  -0.266021E+01
  1452   0.733006E+03   0.119007E+02   0.894146E-01  -0.217126E+01
  1453   0.730240E+03   0.119594E+02   0.893487E-01  -0.169105E+01
  1454   0.727449E+03   0.120201E+02   0.892821E-01  -0.121967E+01
  1455   0.724633E+03   0.120830E+02   0.892149E-01  -0.757130E+00
  1456   0.721793E+03   0.121478E+02   0.891470E-01  -0.303448E+00
  1457   0.718928E+03   0.122147E+02   0.890784E-01   0.141213E+00
  1458   0.716031E+03   0.122835E+02   0.890091E-01   0.576835E+00
  1459   0.713110E+03   0.123543E+02   0.889392E-01   0.100340E+01
  1460   0.710165E+03   0.124270E+02   0.888686E-01   0.142074E+01
  1461   0.707196E+03   0.125015E+02   0.887975E-01   0.182891E+01
  1462   0.704205E+03   0.125778E+02   0.887256E-01   0.222774E+01
  1463   0.701189E+03   0.126559E+02   0.886532E-01   0.261720E+01
  1464   0.698151E+03   0.127357E+02   0.885801E-01   0.299729E+01
  1465   0.695091E+03   0.128173E+02   0.885065E-01   0.336796E+01
  1466   0.692015E+03   0.129006E+02   0.884322E-01   0.372898E+01
  1467   0.688916E+03   0.129854E+02   0.883574E-01   0.408046E+01
  1468   0.685803E+03   0.130718E+02   0.882820E-01   0.442223E+01
  1469   0.682669E+03   0.131597E+02   0.882060E-01   0.475426E+01
  1470   0.679512E+03   0.132492E+02   0.881295E-01   0.507660E+01
  1471   0.676349E+03   0.133400E+02   0.880524E-01   0.538907E+01
  1472   0.673164E+03   0.134323E+02   0.879748E-01   0.569170E+01
  1473   0.669958E+03   0.135258E+02   0.878967E-01   0.598440E+01
  1474   0.666747E+03   0.136207E+02   0.878180E-01   0.626713E+01
  1475   0.663514E+03   0.137168E+02   0.877389E-01   0.653977E+01
  1476   0.660276E+03   0.138141E+02   0.876592E-01   0.680245E+01
  1477   0.657025E+03   0.139125E+02   0.875791E-01   0.705497E+01
  1478   0.653761E+03   0.140119E+02   0.874985E-01   0.729737E+01
  1479   0.650492E+03   0.141124E+02   0.874174E-01   0.752963E+01
  1480   0.647211E+03   0.142138E+02   0.873359E-01   0.775167E+01
  1481   0.643925E+03   0.143162E+02   0.872539E-01   0.796346E+01
  1482   0.640627E+03   0.144194E+02   0.871715E-01   0.816498E+01
  1483   0.637325E+03   0.145234E+02   0.870887E-01   0.835623E+01
  1484   0.634026E+03   0.146280E+02   0.870055E-01   0.853718E+01
  1485   0.630716E+03   0.147334E+02   0.869219E-01   0.870780E+01
  1486   0.627410E+03   0.148393E+02   0.868379E-01   0.886810E+01
  1487   0.624092E+03   0.149458E+02   0.867536E-01   0.901804E+01
  1488   0.620779E+03   0.150527E+02   0.866689E-01   0.915761E+01
  1489   0.617469E+03   0.151600E+02   0.865838E-01   0.928680E+01
  1490   0.614153E+03   0.152677E+02   0.864984E-01   0.940561E+01
  1491   0.610842E+03   0.153755E+02   0.864127E-01   0.951405E+01
  1492   0.607534E+03   0.154836E+02   0.863266E-01   0.961211E+01
  1493   0.604230E+03   0.155919E+02   0.862403E-01   0.969978E+01
  1494   0.600931E+03   0.157001E+02   0.861537E-01   0.977707E+01
  1495   0.597637E+03   0.158083E+02   0.860668E-01   0.984396E+01
  1496   0.594351E+03   0.159165E+02   0.859796E-01   0.990049E+01
  1497   0.591074E+03   0.160244E+02   0.858922E-01   0.994669E+01
  1498   0.587805E+03   0.161322E+02   0.858045E-01   0.998259E+01
  1499   0.584547E+03   0.162396E+02   0.857167E-01   0.100082E+02
  1500   0.581301E+03   0.163466E+02   0.856286E-01   0.100236E+02
  1501   0.578067E+03   0.164532E+02   0.855403E-01   0.100287E+02
  1502   0.574847E+03   0.165592E+02   0.854518E-01   0.100237E+02
  1503   0.571640E+03   0.166648E+02   0.853632E-01   0.100085E+02
  1504   0.568447E+03   0.167698E+02   0.852744E-01   0.998330E+01
  1505   0.565268E+03   0.168742E+02   0.851854E-01   0.994808E+01
  1506   0.562104E+03   0.169780E+02   0.850963E-01   0.990291E+01
  1507   0.558955E+03   0.170811E+02   0.850071E-01   0.984786E+01
  1508   0.555821E+03   0.171836E+02   0.849178E-01   0.978296E+01
  1509   0.552703E+03   0.172854E+02   0.848284E-01   0.970838E+01
  1510   0.549601E+03   0.173864E+02   0.847389E-01   0.962405E+01
  1511   0.546516E+03   0.174867E+02   0.846494E-01   0.953020E+01
  1512   0.543449E+03   0.175862E+02   0.845598E-01   0.942692E+01
  1513   0.540399E+03   0.176849E+02   0.844701E-01   0.931435E+01
  1514   0.537369E+03   0.177826E+02   0.843805E-01   0.919250E+01
  1515   0.534359E+03   0.178795E+02   0.842908E-01   0.906159E+01
  1516   0.531369E+03   0.179755E+02   0.842011E-01   0.892163E+01
  1517   0.528399E+03   0.180705E+02   0.841114E-01   0.877277E+01
  1518   0.525451E+03   0.181645E+02   0.840218E-01   0.861515E+01
  1519   0.522524E+03   0.182575E+02   0.839321E-01   0.844891E+01
  1520   0.519620E+03   0.183494E+02   0.838426E-01   0.827406E+01
  1521   0.516738E+03   0.184402E+02   0.837531E-01   0.809082E+01
  1522   0.513878E+03   0.185299E+02   0.836637E-01   0.789933E+01
  1523   0.511042E+03   0.186184E+02   0.835743E-01   0.769957E+01
  1524   0.508230E+03   0.187056E+02   0.834851E-01   0.749178E+01
  1525   0.505441E+03   0.187916E+02   0.833960E-01   0.727608E+01
  1526   0.502679E+03   0.188763E+02   0.833070E-01   0.705263E+01
  1527   0.499941E+03   0.189597E+02   0.832182E-01   0.682162E+01
  1528   0.497228E+03   0.190417E+02   0.831295E-01   0.658313E+01
  1529   0.494543E+03   0.191224E+02   0.830409E-01   0.633744E+01
  1530   0.491884E+03   0.192015E+02   0.829526E-01   0.608454E+01
  1531   0.489253E+03   0.192792E+02   0.828644E-01   0.582463E+01
  1532   0.486648E+03   0.193554E+02   0.827765E-01   0.555793E+01
  1533   0.484073E+03   0.194300E+02   0.826887E-01   0.528457E+01
  1534   0.481525E+03   0.195030E+02   0.826012E-01   0.500476E+01
  1535   0.479007E+03   0.195744E+02   0.825139E-01   0.471862E+01
  1536   0.476518E+03   0.196441E+02   0.824268E-01   0.442630E+01
  1537   0.474057E+03   0.197120E+02   0.823400E-01   0.412798E+01
  1538   0.471628E+03   0.197781E+02   0.822534E-01   0.382389E+01
  1539   0.469229E+03   0.198425E+02   0.821672E-01   0.351421E+01
  1540   0.466862E+03   0.199050E+02   0.820812E-01   0.319924E+01
  1541   0.464525E+03   0.199656E+02   0.819955E-01   0.287902E+01
  1542   0.462222E+03   0.200243E+02   0.819101E-01   0.255389E+01
  1543   0.459951E+03   0.200811E+02   0.818250E-01   0.222400E+01
  1544   0.457713E+03   0.201359E+02   0.817403E-01   0.188961E+01
  1545   0.455509E+03   0.201886E+02   0.816558E-01   0.155092E+01
  1546   0.453338E+03   0.202392E+02   0.815718E-01   0.120813E+01
  1547   0.451203E+03   0.202877E+02   0.814880E-01   0.861446E+00
  1548   0.449101E+03   0.203342E+02   0.814046E-01   0.511131E+00
  1549   0.447035E+03   0.203783E+02   0.813216E-01   0.157386E+00
  1550   0.445005E+03   0.204203E+02   0.812390E-01  -0.199592E+00
  1551   0.443009E+03   0.204600E+02   0.811567E-01  -0.559556E+00
  1552   0.441050E+03   0.204974E+02   0.810748E-01  -0.922430E+00
  1553   0.439127E+03   0.205325E+02   0.809933E-01  -0.128801E+01
  1554   0.437238E+03   0.205654E+02   0.809122E-01  -0.165633E+01
